,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
9247,Happy Forgings,Annual Reports, , , ,,, , , , ,,,,,
9248,Electro Force,Total Rev. Ann.,15.7%,,,53.3,36.6,30.3,34.4,,,,,,,
9249,Electro Force,Operating Rev. Ann.,15.1%,,,52.4,36.4,30.3,34.4,,,,,,,
9250,Electro Force,Other Income Ann.,-,,,0.9,0.1,0,0,,,,,,,
9251,Electro Force,Operating Exp. Ann.,-,,,-,28,18.9,23,,,,,,,
9252,Electro Force,Operating Exp. Ann.,-,,,-,28,18.9,23,,,,,,,
9253,Electro Force,Operating Profit Ann.,-,,,-,8.4,11.4,11.4,,,,,,,
9254,Electro Force,OPM Ann. %,-,,,-,23.05%,37.47%,33.12%,,,,,,,
9255,Electro Force,Total Exp. Ann.,29.4%,,,51.6,28.7,19.6,23.8,,,,,,,
9256,Electro Force,Other Exp. Ann.,104.1%,,,3.4,2.8,1,0.4,,,,,,,
9257,Electro Force,Employee Exp. Ann.,-2.9%,,,1.1,1.3,1.1,1.2,,,,,,,
9258,Electro Force,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
9259,Electro Force,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
9260,Electro Force,EBITDA Ann.,-,,,-,8.6,11.4,11.5,,,,,,,
9261,Electro Force,EBITDA Ann. margin %,-,,,-,23.43%,37.59%,33.24%,,,,,,,
9262,Electro Force,Interest Ann.,-,,,0,0,,0,,,,,,,
9263,Electro Force,Depr.,-14.5%,,,0.5,0.7,0.7,0.8,,,,,,,
9264,Electro Force,PBT Ann.,-45.7%,,,1.7,7.9,10.7,10.6,,,,,,,
9265,Electro Force,Tax Ann.,-37%,,,0.5,2.1,2.7,2,,,,,,,
9266,Electro Force,PAT Before ExtraOrdinary Items Ann.,-46.7%,,,1.3,5.8,8,8.6,,,,,,,
9267,Electro Force,Minority Interest Income Ann.,-,,,-,-,-,-,,,,,,,
9268,Electro Force,Net Profit Ann.,-46.7%,,,1.3,5.8,8,8.6,,,,,,,
9269,Electro Force,NPM Ann. %,-54%,,,2.44%,15.78%,26.43%,25.12%,,,,,,,
9270,Electro Force,EPS Adj. latest Ann.,-45.5%,,,0.6,2.5,3.4,3.7,,,,,,,
9271,Electro Force,Annual Reports,-,,, , , , ,,,,,,,
9272,Shanti Spintex,Total Rev. Ann.,40.7%,,,710.5,507.1,370.7,255.3,112.9,,,,,,
9273,Shanti Spintex,Operating Rev. Ann.,40.7%,,,709.9,505.8,370.3,254.9,112.8,,,,,,
9274,Shanti Spintex,Other Income Ann.,7.7%,,,0.5,1.3,0.4,0.4,0.1,,,,,,
9275,Shanti Spintex,Operating Exp. Ann.,-,,,-,481.2,348.7,243,101.5,,,,,,
9276,Shanti Spintex,Operating Exp. Ann.,-,,,-,481.2,348.7,243,101.5,,,,,,
9277,Shanti Spintex,Operating Profit Ann.,-,,,-,24.6,21.7,11.9,11.3,,,,,,
9278,Shanti Spintex,OPM Ann. %,-,,,-,4.86%,5.84%,4.66%,10.01%,,,,,,
9279,Shanti Spintex,Total Exp. Ann.,40.8%,,,696.9,489.2,356.6,249.5,108.3,,,,,,
9280,Shanti Spintex,Other Exp. Ann.,125.5%,,,17.2,1.5,1,1.5,1.6,,,,,,
9281,Shanti Spintex,Employee Exp. Ann.,1.5%,,,2.3,2.2,2.6,2.2,2,,,,,,
9282,Shanti Spintex,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
9283,Shanti Spintex,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
9284,Shanti Spintex,EBITDA Ann.,-,,,-,25.9,22,12.3,11.4,,,,,,
9285,Shanti Spintex,EBITDA Ann. margin %,-,,,-,5.11%,5.94%,4.80%,10.13%,,,,,,
9286,Shanti Spintex,Interest Ann.,-10.9%,,,1.7,3.2,3.4,2.4,2.7,,,,,,
9287,Shanti Spintex,Depr.,6.8%,,,5,4.8,4.5,4.1,4.1,,,,,,
9288,Shanti Spintex,PBT Ann.,32.9%,,,13.6,17.9,14.1,5.8,4.7,,,,,,
9289,Shanti Spintex,Tax Ann.,55.7%,,,3.4,4.9,4,0.9,1.3,,,,,,
9290,Shanti Spintex,PAT Before ExtraOrdinary Items Ann.,27.7%,,,10.2,13,10.1,4.9,3.4,,,,,,
9291,Shanti Spintex,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
9292,Shanti Spintex,Net Profit Ann.,27.7%,,,10.2,13,10.1,4.9,3.4,,,,,,
9293,Shanti Spintex,NPM Ann. %,-9%,,,1.43%,2.57%,2.73%,1.90%,2.99%,,,,,,
9294,Shanti Spintex,EPS Adj. latest Ann.,27.4%,,,6,7.7,6,2.9,2,,,,,,
9295,Shanti Spintex,Annual Reports, ,,, ,, , , ,,,,,,
9296,Motisons Jewellers,Total Rev. Ann.,13.8%,,462.9,462.9,417.2,366.8,314.5,213.1,,,,,,
9297,Motisons Jewellers,Operating Rev. Ann.,13.7%,,462.1,462.1,416.8,366.2,314.3,213,,,,,,
9298,Motisons Jewellers,Other Income Ann.,91.3%,,0.7,0.7,0.4,0.6,0.1,0,,,,,,
9299,Motisons Jewellers,Operating Exp. Ann.,12.6%,,393.7,393.7,353.4,317.2,275.7,181.9,,,,,,
9300,Motisons Jewellers,Operating Exp. Ann.,12.6%,,393.7,393.7,353.4,317.2,275.7,181.9,,,,,,
9301,Motisons Jewellers,Operating Profit Ann.,21%,,68.4,68.4,63.3,49,38.6,31.1,,,,,,
9302,Motisons Jewellers,OPM Ann. %,6.4%,, ,14.78%,15.18%,13.36%,12.28%,14.60%,,,,,,
9303,Motisons Jewellers,Total Exp. Ann.,11.1%,, ,403.5,372.3,336.9,294.5,200,,,,,,
9304,Motisons Jewellers,Other Exp. Ann.,47.5%,,10.6,10.6,5.6,5.8,3.3,2,,,,,,
9305,Motisons Jewellers,Employee Exp. Ann.,15.6%,,10.8,10.8,9.7,8.5,7,5.6,,,,,,
9306,Motisons Jewellers,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
9307,Motisons Jewellers,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
9308,Motisons Jewellers,EBITDA Ann.,21.3%,, ,69.2,63.8,49.6,38.8,31.1,,,,,,
9309,Motisons Jewellers,EBITDA Ann. margin %,6.6%,, ,14.94%,15.28%,13.52%,12.32%,14.61%,,,,,,
9310,Motisons Jewellers,Interest Ann.,-21.1%,,7.8,7.8,17.2,17.8,15.9,15.4,,,,,,
9311,Motisons Jewellers,Depr.,-10.6%,,2,2,1.8,1.9,2.8,2.7,,,,,,
9312,Motisons Jewellers,PBT Ann.,43.7%,,59.4,59.4,44.6,29.9,20,13.1,,,,,,
9313,Motisons Jewellers,Tax Ann.,46.1%,,16.2,16.2,12.3,7.7,5.2,3.4,,,,,,
9314,Motisons Jewellers,PAT Before ExtraOrdinary Items Ann.,42.9%,, ,43.2,32.2,22.2,14.8,9.7,,,,,,
9315,Motisons Jewellers,Minority Interest Income Ann.,-,, ,-,-,-,-,-,,,,,,
9316,Motisons Jewellers,Net Profit Ann.,42.9%,,43.2,43.2,32.2,22.2,14.8,9.7,,,,,,
9317,Motisons Jewellers,NPM Ann. %,25.8%,, ,9.34%,7.73%,6.06%,4.69%,4.53%,,,,,,
9318,Motisons Jewellers,EPS Adj. latest Ann.,26%,, ,0.4,0.3,0.2,0.2,0.1,,,,,,
9319,Motisons Jewellers,Result Notes, ,, , ,Notes, , , ,,,,,,
9320,Motisons Jewellers,Annual Reports, ,, , ,, , , ,,,,,,
9321,Muthoot Microfin,Total Rev. Ann.,44.9%,24.4%,"2,546","2,564.4","2,285.5","1,446.3",842.9,696.3,859.4,750.4,511.4,243.8,52.2,0.4
9322,Muthoot Microfin,Operating Rev. Ann.,45.5%,24.6%,"2,540.3","2,561.7","2,270.2","1,428.8",832.5,684.2,852.9,714.3,503.1,243.8,52.2,0.4
9323,Muthoot Microfin,Other Income Ann.,-35.4%,-15.5%,5.7,2.8,15.3,17.6,10.4,12.1,6.5,36.1,8.4,,,
9324,Muthoot Microfin,Operating Exp. Ann.,65.2%,28.6%,807.6,"1,880.4",785.1,657.9,417.3,369.1,535.4,243.1,285.2,103.9,16.5,0.6
9325,Muthoot Microfin,Operating Exp. Ann.,65.2%,28.6%,807.6,"1,880.4",785.1,657.9,417.3,369.1,535.4,243.1,285.2,103.9,16.5,0.6
9326,Muthoot Microfin,Operating Profit Ann.,17.9%,16.5%,685.1,681.3,"1,485.1",770.9,415.2,315.1,317.6,471.2,217.9,140,35.7,-0.2
9327,Muthoot Microfin,OPM Ann. %,-18.6%,-6.4%, ,26.57%,64.98%,53.30%,49.26%,45.26%,36.95%,62.79%,42.61%,57.40%,68.37%,-59.41%
9328,Muthoot Microfin,Total Exp. Ann.,54.2%,27.7%, ,"2,853.3","1,703.7","1,233.5",778.2,687.2,839.7,479.9,476.2,186.6,37.6,0.6
9329,Muthoot Microfin,Other Exp. Ann.,47.6%,22.7%,266.8,164.6,127.3,112,51.2,41,59.3,54,31.5,38.6,8.2,0.5
9330,Muthoot Microfin,Employee Exp. Ann.,31.1%,22.1%,540.8,533.9,448.7,322.6,237.1,186.9,196.9,147,103.8,65.2,8.3,0.1
9331,Muthoot Microfin,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
9332,Muthoot Microfin,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
9333,Muthoot Microfin,EBITDA Ann.,17.1%,16.1%, ,684,"1,500.4",788.5,425.7,327.2,324.1,507.3,226.2,140,35.7,-0.2
9334,Muthoot Microfin,EBITDA Ann. margin %,-19.2%,-6.7%, ,26.67%,65.65%,54.52%,50.50%,46.99%,37.71%,67.60%,44.24%,57.41%,68.38%,-59.41%
9335,Muthoot Microfin,Interest Ann.,39.8%,26.2%,936.9,930.1,883.2,549,340.2,299.3,290.7,233.8,189.2,81.8,21.1,
9336,Muthoot Microfin,Depr.,27.2%,25.6%,42.8,42.8,35.4,26.6,20.8,18.8,13.7,3,1.8,1,0,
9337,Muthoot Microfin,PBT Ann.,-,-,-288.9,-288.9,581.8,212.9,64.7,9.1,19.7,270.5,35.2,57.2,14.6,-0.2
9338,Muthoot Microfin,Tax Ann.,-,-,-66.4,-66.4,132.3,49,17.3,2,1.5,69.3,49.6,20.2,5.2,-0.1
9339,Muthoot Microfin,PAT Before ExtraOrdinary Items Ann.,-,-, ,-222.5,449.6,163.9,47.4,7.1,18.2,201.2,-14.4,37,9.4,-0.2
9340,Muthoot Microfin,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,-,-
9341,Muthoot Microfin,Net Profit Ann.,-,-,-222.5,-222.5,449.6,163.9,47.4,7.1,18.2,201.2,-14.4,37,9.4,-0.2
9342,Muthoot Microfin,NPM Ann. %,-,-, ,-8.68%,19.80%,11.47%,5.69%,1.03%,2.13%,28.17%,-2.86%,15.18%,18.04%,-41.67%
9343,Muthoot Microfin,EPS Adj. latest Ann.,-,-, ,-13.1,26.4,9.6,2.8,0.4,1.1,11.8,-0.9,2.2,0.6,-0
9344,Muthoot Microfin,Annual Reports, , , ,,, , , , , , , , , 
9345,Suraj Estate,Total Rev. Ann.,39.1%,,553.2,553.2,386.9,247.1,205.6,166.4,,,,,,
9346,Suraj Estate,Operating Rev. Ann.,35.3%,,506.8,506.8,370.8,246,204.4,164.3,,,,,,
9347,Suraj Estate,Other Income Ann.,238.2%,,46.4,46.4,16.1,1.1,1.2,2.1,,,,,,
9348,Suraj Estate,Operating Exp. Ann.,46.3%,,363.4,363.4,212.8,108.9,116.1,99.4,,,,,,
9349,Suraj Estate,Operating Exp. Ann.,46.3%,,363.4,363.4,212.8,108.9,116.1,99.4,,,,,,
9350,Suraj Estate,Operating Profit Ann.,17.5%,,143.4,143.4,158,137.1,88.4,64.8,,,,,,
9351,Suraj Estate,OPM Ann. %,-15.5%,, ,25.93%,40.85%,55.47%,42.99%,38.97%,,,,,,
9352,Suraj Estate,Total Exp. Ann.,31.7%,, ,422.4,288.3,196,185.1,158.9,,,,,,
9353,Suraj Estate,Other Exp. Ann.,76.5%,,24.2,24.2,27.5,7.2,4.4,4.3,,,,,,
9354,Suraj Estate,Employee Exp. Ann.,50.5%,,17.4,17.4,7.9,6.5,5.1,7.6,,,,,,
9355,Suraj Estate,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
9356,Suraj Estate,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
9357,Suraj Estate,EBITDA Ann.,28.5%,, ,189.9,174.1,138.2,89.5,67,,,,,,
9358,Suraj Estate,EBITDA Ann. margin %,-7.6%,, ,34.32%,45.00%,55.92%,43.55%,40.24%,,,,,,
9359,Suraj Estate,Interest Ann.,-6.7%,,54.4,54.4,73.2,85.2,66.9,58,,,,,,
9360,Suraj Estate,Depr.,27.9%,,4.6,4.6,2.3,1.9,2.2,1.5,,,,,,
9361,Suraj Estate,PBT Ann.,85.5%,,130.9,130.9,98.6,51.1,20.5,7.5,,,,,,
9362,Suraj Estate,Tax Ann.,83.1%,,34.4,34.4,27.2,13.1,5.6,2.3,,,,,,
9363,Suraj Estate,PAT Before ExtraOrdinary Items Ann.,86.4%,, ,96.5,71.4,38,14.9,5.2,,,,,,
9364,Suraj Estate,Minority Interest Income Ann.,-,, ,-,-,-,-,-,,,,,,
9365,Suraj Estate,Net Profit Ann.,86.4%,,96.5,96.5,71.4,38,14.9,5.1,,,,,,
9366,Suraj Estate,NPM Ann. %,37.8%,, ,19.04%,19.25%,15.43%,7.27%,3.10%,,,,,,
9367,Suraj Estate,EPS Adj. latest Ann.,86.8%,, ,20.2,14.9,8,3.1,1.1,,,,,,
9368,Suraj Estate,Result Notes, ,, ,Notes,Notes, , , ,,,,,,
9369,Suraj Estate,Annual Reports, ,, , ,, , , ,,,,,,
9370,Sahara Maritime,Total Rev. Ann.,6.2%,,,25.3,13.5,26.1,21.1,10.2,,,,,,
9371,Sahara Maritime,Operating Rev. Ann.,6.3%,,,25.2,13.4,26.1,21,10.2,,,,,,
9372,Sahara Maritime,Other Income Ann.,-,,,0.1,0.1,0,,0,,,,,,
9373,Sahara Maritime,Operating Exp. Ann.,-,,,-,12.1,24.1,20.2,9.1,,,,,,
9374,Sahara Maritime,Operating Exp. Ann.,-,,,-,12.1,24.1,20.2,9.1,,,,,,
9375,Sahara Maritime,Operating Profit Ann.,-,,,-,1.3,2,0.8,1.1,,,,,,
9376,Sahara Maritime,OPM Ann. %,-,,,-,9.50%,7.59%,3.95%,10.31%,,,,,,
9377,Sahara Maritime,Total Exp. Ann.,7.2%,,,25,12.9,24.4,20.3,9.3,,,,,,
9378,Sahara Maritime,Other Exp. Ann.,177.5%,,,23.5,10.8,0.9,1.1,1.1,,,,,,
9379,Sahara Maritime,Employee Exp. Ann.,0%,,,0.9,1.3,1.2,0.9,0.6,,,,,,
9380,Sahara Maritime,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
9381,Sahara Maritime,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
9382,Sahara Maritime,EBITDA Ann.,-,,,-,1.4,2,0.8,1.1,,,,,,
9383,Sahara Maritime,EBITDA Ann. margin %,-,,,-,10.08%,7.63%,3.96%,10.63%,,,,,,
9384,Sahara Maritime,Interest Ann.,-,,,0.1,0.1,0.1,0,0,,,,,,
9385,Sahara Maritime,Depr.,58.7%,,,0.4,0.6,0.3,0.1,0.1,,,,,,
9386,Sahara Maritime,PBT Ann.,-24.6%,,,0.3,0.7,1.7,0.7,0.9,,,,,,
9387,Sahara Maritime,Tax Ann.,-20.6%,,,0.1,-0.1,0.5,0.2,0.3,,,,,,
9388,Sahara Maritime,PAT Before ExtraOrdinary Items Ann.,-26.3%,,,0.2,0.8,1.2,0.5,0.7,,,,,,
9389,Sahara Maritime,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
9390,Sahara Maritime,Net Profit Ann.,-26.3%,,,0.2,0.8,1.2,0.5,0.7,,,,,,
9391,Sahara Maritime,NPM Ann. %,-27.9%,,,0.93%,5.80%,4.62%,2.48%,6.36%,,,,,,
9392,Sahara Maritime,EPS Adj. latest Ann.,-22.2%,,,0.8,2.5,3.9,1.7,2.1,,,,,,
9393,Sahara Maritime,Annual Reports, ,,, , , , , ,,,,,,
9394,Shree OSFM E-Mobility,Total Rev. Ann.,65.8%,,,140.3,119.1,82.6,30.8,29.8,,,,,,
9395,Shree OSFM E-Mobility,Operating Rev. Ann.,65.8%,,,138,118.2,82.1,30.3,29.2,,,,,,
9396,Shree OSFM E-Mobility,Other Income Ann.,63.9%,,,2.2,0.9,0.5,0.5,0.6,,,,,,
9397,Shree OSFM E-Mobility,Operating Exp. Ann.,-,,,-,104.9,74.4,27.2,26.7,,,,,,
9398,Shree OSFM E-Mobility,Operating Exp. Ann.,-,,,-,104.9,74.4,27.2,26.7,,,,,,
9399,Shree OSFM E-Mobility,Operating Profit Ann.,-,,,-,13.3,7.7,3.1,2.5,,,,,,
9400,Shree OSFM E-Mobility,OPM Ann. %,-,,,-,11.16%,9.37%,10.12%,8.24%,,,,,,
9401,Shree OSFM E-Mobility,Total Exp. Ann.,63.5%,,,126.3,108.3,78.5,28.9,29.2,,,,,,
9402,Shree OSFM E-Mobility,Other Exp. Ann.,354.3%,,,112.5,1.9,1.6,1.2,1,,,,,,
9403,Shree OSFM E-Mobility,Employee Exp. Ann.,48.9%,,,7.6,6.5,4.3,2.3,2,,,,,,
9404,Shree OSFM E-Mobility,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
9405,Shree OSFM E-Mobility,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
9406,Shree OSFM E-Mobility,EBITDA Ann.,-,,,-,14.2,8.2,3.6,3.1,,,,,,
9407,Shree OSFM E-Mobility,EBITDA Ann. margin %,-,,,-,11.89%,9.97%,11.72%,10.25%,,,,,,
9408,Shree OSFM E-Mobility,Interest Ann.,115.4%,,,1,0.2,0.7,0.1,0.1,,,,,,
9409,Shree OSFM E-Mobility,Depr.,46.1%,,,5.3,3.3,3.4,1.7,2.4,,,,,,
9410,Shree OSFM E-Mobility,PBT Ann.,94.6%,,,14,10.7,4.1,1.9,0.6,,,,,,
9411,Shree OSFM E-Mobility,Tax Ann.,128.9%,,,3.6,2.6,1.1,0.3,-0.2,,,,,,
9412,Shree OSFM E-Mobility,PAT Before ExtraOrdinary Items Ann.,86.6%,,,10.4,8.1,3.1,1.6,0.7,,,,,,
9413,Shree OSFM E-Mobility,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
9414,Shree OSFM E-Mobility,Net Profit Ann.,86.6%,,,10.4,8.1,3.1,1.6,0.7,,,,,,
9415,Shree OSFM E-Mobility,NPM Ann. %,11.7%,,,7.49%,6.85%,3.76%,5.37%,2.52%,,,,,,
9416,Shree OSFM E-Mobility,EPS Adj. latest Ann.,82.6%,,,6.7,5.3,2,1.1,0.5,,,,,,
9417,Shree OSFM E-Mobility,Annual Reports, ,,, , , , , ,,,,,,
9418,Inox,Total Rev. Ann.,18.7%,15.3%,"1,335.4","1,335.4","1,116.9",969.5,799.2,602.7,656.1,657.1,462.8,302,330.6,337.3
9419,Inox,Operating Rev. Ann.,18.5%,15.2%,"1,296.3","1,296.3","1,084.9",949.6,778.4,587.4,640,645.3,449.8,297,320.6,319
9420,Inox,Other Income Ann.,23.4%,19.4%,39.1,39.1,31.9,20,20.8,15.3,16.1,11.8,13,5,10,18.3
9421,Inox,Operating Exp. Ann.,18.1%,14.7%,"1,010.9","1,010.3",848.9,744.6,613.3,452.5,508.1,501.9,346.8,264.2,270.3,285.8
9422,Inox,Operating Exp. Ann.,18.1%,14.7%,"1,010.9","1,010.3",848.9,744.6,613.3,452.5,508.1,501.9,346.8,264.2,270.3,285.8
9423,Inox,Operating Profit Ann.,20.1%,16.7%,285.4,286,236,204.9,165.1,135,132,143.3,102.9,32.8,50.3,33.2
9424,Inox,OPM Ann. %,1.2%,1.3%, ,21.42%,21.13%,21.14%,20.66%,22.40%,20.11%,21.81%,22.24%,10.85%,15.21%,9.83%
9425,Inox,Total Exp. Ann.,18.5%,13.9%, ,"1,042.2",871.2,761.1,626.5,470.3,543.8,538.4,383.8,299.5,300.8,312.7
9426,Inox,Other Exp. Ann.,17.7%,14.8%,331.9,331.4,278.3,246.8,203.1,147.6,166.3,207,113.7,119.5,88.6,105.4
9427,Inox,Employee Exp. Ann.,12.4%,11.2%,105,105,96.5,75.2,74,60,61.7,54,47,39,34.2,31.4
9428,Inox,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
9429,Inox,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
9430,Inox,EBITDA Ann.,20.5%,17%, ,325.1,267.9,224.9,185.9,150.2,148.1,155.1,115.9,37.8,60.2,51.5
9431,Inox,EBITDA Ann. margin %,1.5%,1.5%, ,24.34%,23.99%,23.20%,23.26%,24.93%,22.57%,23.61%,25.05%,12.51%,18.22%,15.26%
9432,Inox,Interest Ann.,68.3%,-20.2%,8.1,8.1,5.4,3.4,1.7,6.9,25,27.4,27.8,25.8,20.2,17.3
9433,Inox,Depr.,27.4%,17.1%,23.8,23.8,16.9,13.1,11.5,10.9,10.8,9.1,9.1,9.5,10.2,9.6
9434,Inox,PBT Ann.,20.3%,20.9%,300.3,300.3,245.6,208.4,172.7,132.5,116.4,-82.8,27,2.5,-48,24.5
9435,Inox,Tax Ann.,19.3%,10.5%,75.2,75.3,59.5,52.2,44.3,35.3,45.8,-58.9,1.5,-1.2,7.7,8.8
9436,Inox,PAT Before ExtraOrdinary Items Ann.,20.6%,26.1%, ,225.1,186.1,156.2,128.3,97.2,70.6,-23.9,25.5,3.8,-55.7,15.8
9437,Inox,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,-,-
9438,Inox,Net Profit Ann.,20.6%,26.1%,225.1,225.1,186.1,156.2,128.3,97.2,70.6,-23.9,25.5,3.8,-55.7,15.8
9439,Inox,NPM Ann. %,1.7%,9.5%, ,17.36%,17.15%,16.45%,16.48%,16.53%,11.03%,-3.70%,5.67%,1.27%,-17.36%,4.94%
9440,Inox,EPS Adj. latest Ann.,20.7%,26%, ,24.8,20.5,17.2,14.1,10.7,7.8,-2.6,2.8,0.4,-6.1,1.7
9441,Inox,Result Notes, , , ,Notes,Notes, , , , , , , , , 
9442,Inox,Annual Reports, , , ,,, , , , , , , , , 
9443,Benchmark Computer,Total Rev. Ann.,32.7%,14.8%,,44.4,35.2,32.4,19,17.4,22.3,,,,,
9444,Benchmark Computer,Operating Rev. Ann.,32.6%,14.8%,,43.4,34.6,32,18.6,17,21.8,,,,,
9445,Benchmark Computer,Other Income Ann.,35.7%,14.9%,,1,0.6,0.5,0.4,0.4,0.5,,,,,
9446,Benchmark Computer,Operating Exp. Ann.,-,-,,-,30.6,28.8,17.2,15.5,20,,,,,
9447,Benchmark Computer,Operating Exp. Ann.,-,-,,-,30.6,28.8,17.2,15.5,20,,,,,
9448,Benchmark Computer,Operating Profit Ann.,-,-,,-,4.1,3.1,1.5,1.6,1.7,,,,,
9449,Benchmark Computer,OPM Ann. %,-,-,,-,11.51%,9.60%,7.74%,8.98%,7.73%,,,,,
9450,Benchmark Computer,Total Exp. Ann.,33.2%,15%,,42.1,32.2,29.7,17.8,16.2,20.9,,,,,
9451,Benchmark Computer,Other Exp. Ann.,42.6%,21.4%,,2.9,2.5,1.6,1,0.8,1.1,,,,,
9452,Benchmark Computer,Employee Exp. Ann.,15.9%,10.6%,,5.3,4.6,4.4,3.4,2.8,3.2,,,,,
9453,Benchmark Computer,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
9454,Benchmark Computer,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
9455,Benchmark Computer,EBITDA Ann.,-,-,,-,4.7,3.6,1.9,2,2.3,,,,,
9456,Benchmark Computer,EBITDA Ann. margin %,-,-,,-,13.27%,11.05%,9.84%,11.20%,10.17%,,,,,
9457,Benchmark Computer,Interest Ann.,-9.1%,-5.6%,,0.3,0.5,0.4,0.4,0.3,0.4,,,,,
9458,Benchmark Computer,Depr.,91.3%,33.2%,,2.1,1.1,0.4,0.3,0.4,0.5,,,,,
9459,Benchmark Computer,PBT Ann.,20.9%,10.4%,,2.3,3,2.7,1.3,1.2,1.4,,,,,
9460,Benchmark Computer,Tax Ann.,26%,8.4%,,0.6,0.8,0.8,0.3,0.3,0.4,,,,,
9461,Benchmark Computer,PAT Before ExtraOrdinary Items Ann.,19.3%,11.2%,,1.7,2.2,2,1,0.9,1,,,,,
9462,Benchmark Computer,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,,,,,
9463,Benchmark Computer,Net Profit Ann.,19.3%,11.2%,,1.7,2.2,2,1,0.9,1,,,,,
9464,Benchmark Computer,NPM Ann. %,-8.9%,-2.4%,,3.91%,6.39%,6.13%,5.17%,5.54%,4.42%,,,,,
9465,Benchmark Computer,EPS Adj. latest Ann.,21.3%,12.3%,,2.5,3.2,2.9,1.4,1.4,1.4,,,,,
9466,Benchmark Computer,Annual Reports, , ,, , , , , , ,,,,,
9467,Siyaram Recycling,Total Rev. Ann.,6.4%,-,,513.8,414.3,497.9,497.9,426.4,,,,,,
9468,Siyaram Recycling,Operating Rev. Ann.,6.5%,-,,511.6,413,492.9,492.9,423.2,,,,,,
9469,Siyaram Recycling,Other Income Ann.,-11.7%,-,,2.2,1.3,5,5,3.2,,,,,,
9470,Siyaram Recycling,Operating Exp. Ann.,-,-,,-,395.9,480.9,480.9,417.7,,,,,,
9471,Siyaram Recycling,Operating Exp. Ann.,-,-,,-,395.9,480.9,480.9,417.7,,,,,,
9472,Siyaram Recycling,Operating Profit Ann.,-,-,,-,17,11.9,11.9,5.5,,,,,,
9473,Siyaram Recycling,OPM Ann. %,-,-,,-,4.11%,2.40%,2.40%,1.29%,,,,,,
9474,Siyaram Recycling,Total Exp. Ann.,5.3%,-,,493.4,404.1,487.1,487.1,422,,,,,,
9475,Siyaram Recycling,Other Exp. Ann.,-11.9%,-,,26.2,20.2,26.2,26.2,38.3,,,,,,
9476,Siyaram Recycling,Employee Exp. Ann.,-4.2%,-,,2.9,3,3.4,3.4,3.3,,,,,,
9477,Siyaram Recycling,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
9478,Siyaram Recycling,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
9479,Siyaram Recycling,EBITDA Ann.,-,-,,-,18.3,16.9,16.9,8.7,,,,,,
9480,Siyaram Recycling,EBITDA Ann. margin %,-,-,,-,4.42%,3.40%,3.40%,2.05%,,,,,,
9481,Siyaram Recycling,Interest Ann.,45.5%,-,,7.7,6.7,4.4,4.4,2.5,,,,,,
9482,Siyaram Recycling,Depr.,-12.6%,-,,1.2,1.5,1.7,1.7,1.8,,,,,,
9483,Siyaram Recycling,PBT Ann.,65.5%,-,,20.4,10.2,10.8,10.8,4.5,,,,,,
9484,Siyaram Recycling,Tax Ann.,64.6%,-,,5.8,2.6,3.2,3.2,1.3,,,,,,
9485,Siyaram Recycling,PAT Before ExtraOrdinary Items Ann.,65.9%,-,,14.6,7.5,7.7,7.7,3.2,,,,,,
9486,Siyaram Recycling,Minority Interest Income Ann.,-,-,,-,-,-,-,-,,,,,,
9487,Siyaram Recycling,Net Profit Ann.,65.9%,-,,14.6,7.5,7.7,7.7,3.2,,,,,,
9488,Siyaram Recycling,NPM Ann. %,55.2%,-,,2.84%,1.82%,1.55%,1.55%,0.76%,,,,,,
9489,Siyaram Recycling,EPS Adj. latest Ann.,64.7%,-,,6.7,3.5,3.5,3.5,1.5,,,,,,
