,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
9490,Siyaram Recycling,Annual Reports, , ,, , , , , ,,,,,,
9491,India Shelter Finance,Total Rev. Ann.,36.7%,38.6%,"1,174.8","1,174.8",860.4,605.6,459.8,322.8,229.9,172.1,126.1,93.2,,
9492,India Shelter Finance,Operating Rev. Ann.,37.5%,38.4%,"1,164.5","1,164.5",828.6,583.9,448,316.7,229.1,172.1,120,89.6,,
9493,India Shelter Finance,Other Income Ann.,-4.4%,66.7%,10.3,10.3,31.8,21.7,11.8,6.1,0.8,,6.2,3.6,,
9494,India Shelter Finance,Operating Exp. Ann.,32.4%,30.4%,293.8,320.2,243.7,186.1,138,99.4,84.9,83.5,57.4,38.3,,
9495,India Shelter Finance,Operating Exp. Ann.,32.4%,30.4%,293.8,320.2,243.7,186.1,138,99.4,84.9,83.5,57.4,38.3,,
9496,India Shelter Finance,Operating Profit Ann.,39.7%,42.4%,844.3,844.3,584.9,397.8,310,217.3,144.2,88.6,62.6,51.3,,
9497,India Shelter Finance,OPM Ann. %,2.2%,2.8%, ,71.86%,67.98%,65.69%,67.41%,67.32%,62.73%,51.48%,49.59%,55.07%,,
9498,India Shelter Finance,Total Exp. Ann.,32.8%,32.8%, ,686.7,542.2,404.2,292.9,209.8,166.1,134.4,88.9,61.6,,
9499,India Shelter Finance,Other Exp. Ann.,37.8%,23.3%,64.7,64.7,45.1,37.5,24.7,17.9,22.7,38,25,16.3,,
9500,India Shelter Finance,Employee Exp. Ann.,31.3%,35.4%,229.1,229.1,179.4,134.6,101.3,61.7,50.4,43,28.7,20,,
9501,India Shelter Finance,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
9502,India Shelter Finance,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
9503,India Shelter Finance,EBITDA Ann.,38.5%,42.6%, ,854.6,616.6,419.5,321.8,223.4,145.1,88.6,68.7,54.9,,
9504,India Shelter Finance,EBITDA Ann. margin %,1.3%,2.9%, ,72.74%,71.67%,69.27%,69.98%,69.21%,63.09%,51.48%,54.47%,58.92%,,
9505,India Shelter Finance,Interest Ann.,33.8%,36.3%,354.9,354.9,288.5,209.9,148.3,105.4,75.4,48.8,30,22.5,,
9506,India Shelter Finance,Depr.,21.3%,14.5%,11.6,11.6,9.9,8.2,6.5,5.1,5.9,2.1,1.5,0.8,,
9507,India Shelter Finance,PBT Ann.,43%,50.2%,488.1,488.1,318.2,201.5,166.9,113,63.8,37.7,37.2,31.6,,
9508,India Shelter Finance,Tax Ann.,42.3%,45.7%,111,111,71.3,46.5,38.5,25.6,16.9,9.7,12.8,11.1,,
9509,India Shelter Finance,PAT Before ExtraOrdinary Items Ann.,43.2%,51.7%, ,377.1,246.9,155,128.5,87.4,46.9,27.9,24.5,20.5,,
9510,India Shelter Finance,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,,
9511,India Shelter Finance,Net Profit Ann.,43.2%,51.7%,377,377.1,246.9,155,128.5,87.4,46.9,27.9,24.5,20.5,,
9512,India Shelter Finance,NPM Ann. %,4.1%,9.6%, ,32.37%,29.79%,26.54%,28.67%,27.59%,20.47%,16.23%,20.38%,22.88%,,
9513,India Shelter Finance,EPS Adj. latest Ann.,43.1%,51.3%, ,34.9,22.9,14.4,11.9,8.1,4.4,2.6,2.3,1.9,,
9514,India Shelter Finance,Annual Reports, , , , ,, , , , , , , ,,
9515,DOMS Industries,Total Rev. Ann.,40.8%,,"1,731.3","1,731.3","1,397.7","1,086.4",620.4,366,,,,,,
9516,DOMS Industries,Operating Rev. Ann.,40.4%,,"1,709.1","1,709.1","1,387.8","1,082.5",618.2,363.7,,,,,,
9517,DOMS Industries,Other Income Ann.,116.1%,,22.2,22.2,9.9,3.9,2.2,2.4,,,,,,
9518,DOMS Industries,Operating Exp. Ann.,36%,,"1,408.4","1,408.4","1,143.3",918.7,559.5,346.5,,,,,,
9519,DOMS Industries,Operating Exp. Ann.,36%,,"1,408.4","1,408.4","1,143.3",918.7,559.5,346.5,,,,,,
9520,DOMS Industries,Operating Profit Ann.,72.3%,,300.7,300.7,244.5,163.8,58.8,17.1,,,,,,
9521,DOMS Industries,OPM Ann. %,22.4%,, ,17.37%,17.49%,15.08%,9.47%,4.67%,,,,,,
9522,DOMS Industries,Total Exp. Ann.,34.7%,, ,"1,476.3","1,203",967,604.2,379.3,,,,,,
9523,DOMS Industries,Other Exp. Ann.,33.6%,,174.4,174.4,141.8,107.9,73.1,58.7,,,,,,
9524,DOMS Industries,Employee Exp. Ann.,34.3%,,235,235,198.7,136.8,97.1,68.1,,,,,,
9525,DOMS Industries,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
9526,DOMS Industries,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
9527,DOMS Industries,EBITDA Ann.,74.4%,, ,322.9,254.4,167.7,60.9,19.5,,,,,,
9528,DOMS Industries,EBITDA Ann. margin %,23.8%,, ,18.65%,18.20%,15.44%,9.82%,5.31%,,,,,,
9529,DOMS Industries,Interest Ann.,9.2%,,11.2,11.2,13.6,10,8.6,5.4,,,,,,
9530,DOMS Industries,Depr.,16.1%,,56.7,56.7,46.1,38.4,36.2,27.4,,,,,,
9531,DOMS Industries,PBT Ann.,151.1%,,255,255,194.7,119.3,16.1,-13.3,,,,,,
9532,DOMS Industries,Tax Ann.,147.4%,,65.1,65.1,49.6,30.8,4.3,-2.9,,,,,,
9533,DOMS Industries,PAT Before ExtraOrdinary Items Ann.,151.8%,, ,189.9,145.1,88.6,11.9,-10.4,,,,,,
9534,DOMS Industries,Minority Interest Income Ann.,-,, ,-,-,-,-,-,,,,,,
9535,DOMS Industries,Net Profit Ann.,151.8%,,189.9,189.9,145.1,88.6,11.9,-10.4,,,,,,
9536,DOMS Industries,NPM Ann. %,79.8%,, ,11.10%,10.45%,8.18%,1.91%,-2.85%,,,,,,
9537,DOMS Industries,EPS Adj. latest Ann.,150.1%,, ,31.3,23.9,14.6,2,-1.7,,,,,,
9538,DOMS Industries,Result Notes, ,, , ,Notes, , , ,,,,,,
9539,DOMS Industries,Annual Reports, ,, , ,, , , ,,,,,,
9540,S J Logistics,Total Rev. Ann.,47.2%,,331.6,331.7,151.2,108.4,104,124,,,,,,
9541,S J Logistics,Operating Rev. Ann.,47.3%,,331.2,331.2,148.7,107.7,103.6,123.9,,,,,,
9542,S J Logistics,Other Income Ann.,18.6%,,0.5,0.5,2.5,0.7,0.3,0.1,,,,,,
9543,S J Logistics,Operating Exp. Ann.,11%,, ,135.1,135.1,102.4,98.9,120.2,,,,,,
9544,S J Logistics,Operating Exp. Ann.,11%,, ,135.1,135.1,102.4,98.9,120.2,,,,,,
9545,S J Logistics,Operating Profit Ann.,42.5%,, ,13.6,13.6,5.4,4.7,3.8,,,,,,
9546,S J Logistics,OPM Ann. %,-3.2%,, ,4.11%,9.02%,4.93%,4.53%,3.04%,,,,,,
9547,S J Logistics,Total Exp. Ann.,42.3%,, ,293.2,137.9,105.2,101.7,122.8,,,,,,
9548,S J Logistics,Other Exp. Ann.,128%,,8.3,8.3,6.7,3.4,0.7,3.6,,,,,,
9549,S J Logistics,Employee Exp. Ann.,21.6%,,5.4,5.4,2.8,2.9,3,3.3,,,,,,
9550,S J Logistics,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
9551,S J Logistics,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
9552,S J Logistics,EBITDA Ann.,48%,, ,16.2,16.2,6.1,5,3.9,,,,,,
9553,S J Logistics,EBITDA Ann. margin %,0.1%,, ,4.87%,10.68%,5.58%,4.85%,3.12%,,,,,,
9554,S J Logistics,Interest Ann.,26%,,4.4,4.4,2.5,2.4,2.2,2.1,,,,,,
9555,S J Logistics,Depr.,50.4%,,1.7,1.7,0.4,0.4,0.5,0.5,,,,,,
9556,S J Logistics,PBT Ann.,155.8%,,38.5,38.5,13.3,3.2,2.3,1.3,,,,,,
9557,S J Logistics,Tax Ann.,156.3%,,10.1,10.1,3.2,0.8,0.6,0.4,,,,,,
9558,S J Logistics,PAT Before ExtraOrdinary Items Ann.,155.6%,, ,28.4,10.1,2.4,1.7,0.8,,,,,,
9559,S J Logistics,Minority Interest Income Ann.,-,, ,-,-,-,-,-,,,,,,
9560,S J Logistics,Net Profit Ann.,155.6%,,28.4,28.4,10.1,2.4,1.7,0.8,,,,,,
9561,S J Logistics,NPM Ann. %,72.8%,, ,8.56%,6.77%,2.19%,1.66%,0.66%,,,,,,
9562,S J Logistics,EPS Adj. latest Ann.,156.2%,, ,18.5,6.6,1.5,1.1,0.5,,,,,,
9563,S J Logistics,Annual Reports, ,, , , , , , ,,,,,,
9564,Presstonic Engg,Total Rev. Ann.,52.1%,,,,27.1,21.1,12.7,7.7,,,,,,
9565,Presstonic Engg,Operating Rev. Ann.,51.1%,,,,26.2,21,12.6,7.6,,,,,,
9566,Presstonic Engg,Other Income Ann.,108%,,,,0.9,0.1,0.1,0.1,,,,,,
9567,Presstonic Engg,Operating Exp. Ann.,63.1%,,,,20.4,14.1,9.6,4.7,,,,,,
9568,Presstonic Engg,Operating Exp. Ann.,63.1%,,,,20.4,14.1,9.6,4.7,,,,,,
9569,Presstonic Engg,Operating Profit Ann.,26%,,,,5.8,7,3,2.9,,,,,,
9570,Presstonic Engg,OPM Ann. %,-17.6%,,,,21.31%,32.94%,23.66%,38.04%,,,,,,
9571,Presstonic Engg,Total Exp. Ann.,45.4%,,,,24.3,17.6,12.5,7.9,,,,,,
9572,Presstonic Engg,Other Exp. Ann.,38.9%,,,,7.5,4.2,3.7,2.8,,,,,,
9573,Presstonic Engg,Employee Exp. Ann.,20.9%,,,,2.3,1.2,1,1.3,,,,,,
9574,Presstonic Engg,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
9575,Presstonic Engg,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
9576,Presstonic Engg,EBITDA Ann.,30.7%,,,,6.7,7.1,3.1,3,,,,,,
9577,Presstonic Engg,EBITDA Ann. margin %,-14.3%,,,,24.60%,33.42%,24.40%,39.09%,,,,,,
9578,Presstonic Engg,Interest Ann.,7.7%,,,,3,2.6,2.2,2.4,,,,,,
9579,Presstonic Engg,Depr.,4%,,,,0.9,0.9,0.7,0.8,,,,,,
9580,Presstonic Engg,PBT Ann.,-,,,,2.8,3.6,0.2,-0.2,,,,,,
9581,Presstonic Engg,Tax Ann.,-,,,,0.2,1,0.1,-0.1,,,,,,
9582,Presstonic Engg,PAT Before ExtraOrdinary Items Ann.,-,,,,2.7,2.6,0.1,-0.2,,,,,,
9583,Presstonic Engg,Minority Interest Income Ann.,-,,,,-,-,-,-,,,,,,
9584,Presstonic Engg,Net Profit Ann.,-,,,,2.5,2.6,0.1,-0.2,,,,,,
9585,Presstonic Engg,NPM Ann. %,-,,,,9.64%,12.17%,1.11%,-2.22%,,,,,,
9586,Presstonic Engg,EPS Adj. latest Ann.,-,,,,3.3,3.3,0.2,-0.2,,,,,,
9587,Presstonic Engg,Annual Reports,-,,,, , , , ,,,,,,
9588,Accent Microcell,Total Rev. Ann.,17.4%,,,271,249.1,207,167.5,134.8,,,,,,
9589,Accent Microcell,Operating Rev. Ann.,16.9%,,,264.6,245.5,204.2,165.7,132.6,,,,,,
9590,Accent Microcell,Other Income Ann.,52.6%,,,6.4,3.6,2.8,1.8,2.3,,,,,,
9591,Accent Microcell,Operating Exp. Ann.,-,,,-,206,184.8,152.7,121.9,,,,,,
9592,Accent Microcell,Operating Exp. Ann.,-,,,-,206,184.8,152.7,121.9,,,,,,
9593,Accent Microcell,Operating Profit Ann.,-,,,-,39.5,19.4,13,10.7,,,,,,
9594,Accent Microcell,OPM Ann. %,-,,,-,15.84%,9.36%,7.74%,7.93%,,,,,,
9595,Accent Microcell,Total Exp. Ann.,12.4%,,,227.2,211.6,191.5,160,128.8,,,,,,
9596,Accent Microcell,Other Exp. Ann.,12.8%,,,45.7,49.1,32,31.8,24.8,,,,,,
9597,Accent Microcell,Employee Exp. Ann.,26.8%,,,15.5,11,8.7,7.6,6.9,,,,,,
9598,Accent Microcell,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
9599,Accent Microcell,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
9600,Accent Microcell,EBITDA Ann.,-,,,-,43.1,22.2,14.8,12.9,,,,,,
9601,Accent Microcell,EBITDA Ann. margin %,-,,,-,17.30%,10.71%,8.83%,9.60%,,,,,,
9602,Accent Microcell,Interest Ann.,-49.5%,,,0.4,1.2,2.5,3.1,3.4,,,,,,
9603,Accent Microcell,Depr.,0%,,,4.2,4.4,4.1,4.2,3.6,,,,,,
9604,Accent Microcell,PBT Ann.,79.3%,,,43.8,36.5,15.5,7.6,6,,,,,,
9605,Accent Microcell,Tax Ann.,84.6%,,,10.7,6.4,2.5,1.7,1.2,,,,,,
9606,Accent Microcell,PAT Before ExtraOrdinary Items Ann.,77.7%,,,33.1,30.2,13,5.9,4.8,,,,,,
9607,Accent Microcell,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
9608,Accent Microcell,Net Profit Ann.,77.7%,,,33.1,30.2,13,5.9,4.8,,,,,,
9609,Accent Microcell,NPM Ann. %,52.1%,,,12.49%,12.28%,6.37%,3.55%,3.62%,,,,,,
9610,Accent Microcell,EPS Adj. latest Ann.,76.7%,,,13.8,12.6,5.4,2.5,2,,,,,,
9611,Accent Microcell,Annual Reports, ,,, , , , , ,,,,,,
9612,Graphisads,Total Rev. Ann.,-,-,,111.9,78.7,67.4,-,-,-,-,-,-,-,-
9613,Graphisads,Operating Rev. Ann.,-,-,,107.3,78.2,67.1,-,-,-,-,-,-,-,-
9614,Graphisads,Other Income Ann.,-,-,,4.6,0.4,0.3,-,-,-,-,-,-,-,-
9615,Graphisads,Operating Exp. Ann.,-,-,,-,70,59.1,,,,,,,,
9616,Graphisads,Operating Exp. Ann.,-,-,,-,70,59.1,,,,,,,,
9617,Graphisads,Operating Profit Ann.,-,-,,-,8.2,8,,,,,,,,
9618,Graphisads,OPM Ann. %,-,-,,-,10.40%,11.87%,-,-,-,-,-,-,-,-
9619,Graphisads,Total Exp. Ann.,-,-,,104.8,73.3,62.1,-,-,-,-,-,-,-,-
9620,Graphisads,Other Exp. Ann.,-,-,,97.4,11.3,8.5,-,-,-,-,-,-,-,-
9621,Graphisads,Employee Exp. Ann.,-,-,,6.1,5.5,4.2,-,-,-,-,-,-,-,-
9622,Graphisads,Cost Of Power Purchased Ann.,-,-,,,,,-,-,-,-,-,-,-,-
9623,Graphisads,Cost Of Fuel Ann.,-,-,,,,,-,-,-,-,-,-,-,-
9624,Graphisads,EBITDA Ann.,-,-,,-,8.6,8.3,,,,,,,,
9625,Graphisads,EBITDA Ann. margin %,-,-,,-,10.96%,12.35%,-,-,-,-,-,-,-,-
9626,Graphisads,Interest Ann.,-,-,,1.1,2.6,2.3,-,-,-,-,-,-,-,-
9627,Graphisads,Depr.,-,-,,0.9,0.7,0.7,-,-,-,-,-,-,-,-
9628,Graphisads,PBT Ann.,-,-,,7.1,5.4,5.3,-,-,-,-,-,-,-,-
9629,Graphisads,Tax Ann.,-,-,,1.1,2.6,1.8,-,-,-,-,-,-,-,-
9630,Graphisads,PAT Before ExtraOrdinary Items Ann.,-,-,,6,2.8,3.5,-,-,-,-,-,-,-,-
9631,Graphisads,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
9632,Graphisads,Net Profit Ann.,-,-,,5.9,2.8,3.3,-,-,-,-,-,-,-,-
9633,Graphisads,NPM Ann. %,-7.3%,82.5%,,5.46%,3.55%,4.94%,6.86%,1.50%,0.27%,0.81%,1.08%,1.60%,1.58%,1.33%
9634,Graphisads,EPS Adj. latest Ann.,-,-,,3.2,1.5,1.8,-,-,-,-,-,-,-,-
9635,Graphisads,Annual Reports, , ,, , , , , , , , , , , 
9636,Sheetal Universal,Total Rev. Ann.,-,-,,108.1,132.5,-,-,-,-,,,,,
9637,Sheetal Universal,Operating Rev. Ann.,-,-,,105.7,129.6,-,-,-,-,,,,,
9638,Sheetal Universal,Other Income Ann.,-,-,,2.4,2.8,-,-,-,-,,,,,
9639,Sheetal Universal,Operating Exp. Ann.,-,-,,-,127.2,,,,,,,,,
9640,Sheetal Universal,Operating Exp. Ann.,-,-,,-,127.2,,,,,,,,,
9641,Sheetal Universal,Operating Profit Ann.,-,-,,-,2.4,,,,,,,,,
9642,Sheetal Universal,OPM Ann. %,-,-,,-,1.83%,-,-,-,-,,,,,
9643,Sheetal Universal,Total Exp. Ann.,-,-,,95,129.5,-,-,-,-,,,,,
9644,Sheetal Universal,Other Exp. Ann.,-,-,,6.6,4.3,-,-,-,-,,,,,
9645,Sheetal Universal,Employee Exp. Ann.,-,-,,0.4,0.3,-,-,-,-,,,,,
9646,Sheetal Universal,Cost Of Power Purchased Ann.,-,-,,,,-,-,-,-,,,,,
9647,Sheetal Universal,Cost Of Fuel Ann.,-,-,,,,-,-,-,-,,,,,
9648,Sheetal Universal,EBITDA Ann.,-,-,,-,5.3,,,,,,,,,
9649,Sheetal Universal,EBITDA Ann. margin %,-,-,,-,3.98%,-,-,-,-,,,,,
9650,Sheetal Universal,Interest Ann.,-,-,,2,1.4,-,-,-,-,,,,,
9651,Sheetal Universal,Depr.,-,-,,1.2,0.8,-,-,-,-,,,,,
9652,Sheetal Universal,PBT Ann.,-,-,,13.1,3,-,-,-,-,,,,,
9653,Sheetal Universal,Tax Ann.,-,-,,3.8,1,-,-,-,-,,,,,
9654,Sheetal Universal,PAT Before ExtraOrdinary Items Ann.,-,-,,9.3,2.1,-,-,-,-,,,,,
9655,Sheetal Universal,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,,,,,
9656,Sheetal Universal,Net Profit Ann.,-,-,,9.3,2.1,-,-,-,-,,,,,
9657,Sheetal Universal,NPM Ann. %,133.8%,64.2%,,8.82%,1.58%,1.60%,0.69%,0.68%,0.74%,,,,,
9658,Sheetal Universal,EPS Adj. latest Ann.,-,-,,8.1,1.8,-,-,-,-,,,,,
9659,Sheetal Universal,Annual Reports, , ,, , , , , , ,,,,,
9660,Net Avenue Tech,Total Rev. Ann.,-,,,,27,34.5,32.8,-,,,,,,
9661,Net Avenue Tech,Operating Rev. Ann.,-,,,,26.2,33.4,31.2,-,,,,,,
9662,Net Avenue Tech,Other Income Ann.,-,,,,0.8,1.1,1.5,-,,,,,,
9663,Net Avenue Tech,Operating Exp. Ann.,-,,,,28.4,32.4,29.7,,,,,,,
9664,Net Avenue Tech,Operating Exp. Ann.,-,,,,28.4,32.4,29.7,,,,,,,
9665,Net Avenue Tech,Operating Profit Ann.,-,,,,-2.2,1.1,1.5,,,,,,,
9666,Net Avenue Tech,OPM Ann. %,-,,,,-8.16%,3.06%,4.68%,-,,,,,,
9667,Net Avenue Tech,Total Exp. Ann.,-,,,,28.7,32.6,29.9,-,,,,,,
9668,Net Avenue Tech,Other Exp. Ann.,-,,,,17.2,17.5,17,-,,,,,,
9669,Net Avenue Tech,Employee Exp. Ann.,-,,,,5.4,4.9,4.1,-,,,,,,
9670,Net Avenue Tech,Cost Of Power Purchased Ann.,-,,,,,,,-,,,,,,
9671,Net Avenue Tech,Cost Of Fuel Ann.,-,,,,,,,-,,,,,,
9672,Net Avenue Tech,EBITDA Ann.,-,,,,-1.4,2.1,3.1,,,,,,,
9673,Net Avenue Tech,EBITDA Ann. margin %,-,,,,-5.22%,6.11%,9.34%,-,,,,,,
9674,Net Avenue Tech,Interest Ann.,-,,,,0.2,0.1,0.1,-,,,,,,
9675,Net Avenue Tech,Depr.,-,,,,0.1,0.2,0.1,-,,,,,,
9676,Net Avenue Tech,PBT Ann.,-,,,,-1.7,1.9,2.9,-,,,,,,
9677,Net Avenue Tech,Tax Ann.,-,,,,,-0,0.1,-,,,,,,
9678,Net Avenue Tech,PAT Before ExtraOrdinary Items Ann.,-,,,,-1.7,1.9,2.8,-,,,,,,
9679,Net Avenue Tech,Minority Interest Income Ann.,-,,,,-,-,-,-,,,,,,
9680,Net Avenue Tech,Net Profit Ann.,-,,,,-1.7,1.9,2.8,-,,,,,,
9681,Net Avenue Tech,NPM Ann. %,-,,,,-6.58%,5.55%,8.95%,1.87%,,,,,,
9682,Net Avenue Tech,EPS Adj. latest Ann.,-,,,,-0.8,0.9,1.3,-,,,,,,
9683,Net Avenue Tech,Annual Reports,-,,,, , , , ,,,,,,
9684,Marinetrans,Total Rev. Ann.,-8.1%,5.2%,,157.8,106.5,150.4,203.3,96.1,122.4,,,,,
9685,Marinetrans,Operating Rev. Ann.,-8.1%,5.2%,,157.7,106.3,150.3,203.2,95.8,122.2,,,,,
9686,Marinetrans,Other Income Ann.,0%,-19.7%,,0.1,0.1,0.1,0.1,0.3,0.3,,,,,
9687,Marinetrans,Operating Exp. Ann.,-,-,,-,104.5,147.8,200.3,94.5,121.4,,,,,
9688,Marinetrans,Operating Exp. Ann.,-,-,,-,104.5,147.8,200.3,94.5,121.4,,,,,
9689,Marinetrans,Operating Profit Ann.,-,-,,-,1.9,2.5,2.9,1.3,0.8,,,,,
9690,Marinetrans,OPM Ann. %,-,-,,-,1.74%,1.66%,1.43%,1.34%,0.65%,,,,,
9691,Marinetrans,Total Exp. Ann.,-7.9%,5.2%,,156.9,105.6,148.3,200.7,95,122,,,,,
9692,Marinetrans,Other Exp. Ann.,417.2%,159.2%,,152.2,2,1.9,1.1,0.8,1.3,,,,,
9693,Marinetrans,Employee Exp. Ann.,16.1%,9.4%,,3.6,3.6,2.5,2.3,1.9,2.3,,,,,
9694,Marinetrans,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
9695,Marinetrans,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
9696,Marinetrans,EBITDA Ann.,-,-,,-,2,2.6,3,1.6,1.1,,,,,
9697,Marinetrans,EBITDA Ann. margin %,-,-,,-,1.85%,1.73%,1.46%,1.66%,0.88%,,,,,
9698,Marinetrans,Interest Ann.,31%,12.5%,,0.9,1,0.5,0.4,0.4,0.5,,,,,
9699,Marinetrans,Depr.,-,14.9%,,0.2,0.2,0.1,0,0,0.1,,,,,
9700,Marinetrans,PBT Ann.,-28.9%,12.5%,,0.9,0.8,2.1,2.5,1.1,0.5,,,,,
9701,Marinetrans,Tax Ann.,-12.6%,32%,,0.4,0.3,0.6,0.6,0.3,0.1,,,,,
9702,Marinetrans,PAT Before ExtraOrdinary Items Ann.,-35.9%,4.6%,,0.5,0.6,1.6,1.9,0.8,0.4,,,,,
9703,Marinetrans,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,,,,,
9704,Marinetrans,Net Profit Ann.,-35.9%,4.6%,,0.5,0.6,1.6,1.9,0.8,0.4,,,,,
9705,Marinetrans,NPM Ann. %,-30.4%,2.1%,,0.31%,0.53%,1.02%,0.92%,0.85%,0.28%,,,,,
9706,Marinetrans,EPS Adj. latest Ann.,-35.6%,5.9%,,0.4,0.5,1.2,1.5,0.6,0.3,,,,,
9707,Marinetrans,Annual Reports, , ,, , , , , , ,,,,,
9708,Deepak Chemtex,Total Rev. Ann.,-,,,70.5,51.6,47.8,,-,,,,,,
9709,Deepak Chemtex,Operating Rev. Ann.,-,,,68,50.4,46.7,,-,,,,,,
9710,Deepak Chemtex,Other Income Ann.,-,,,2.5,1.2,1.1,,-,,,,,,
9711,Deepak Chemtex,Operating Exp. Ann.,-,,,-,41.9,38.9,,,,,,,,
9712,Deepak Chemtex,Operating Exp. Ann.,-,,,-,41.9,38.9,,,,,,,,
9713,Deepak Chemtex,Operating Profit Ann.,-,,,-,8.5,7.8,,,,,,,,
9714,Deepak Chemtex,OPM Ann. %,-,,,-,16.41%,16.29%,,-,,,,,,
9715,Deepak Chemtex,Total Exp. Ann.,-,,,56.7,42.7,39.6,,-,,,,,,
9716,Deepak Chemtex,Other Exp. Ann.,-,,,9.9,8.7,7.4,,-,,,,,,
9717,Deepak Chemtex,Employee Exp. Ann.,-,,,3.7,2.9,2.5,,-,,,,,,
9718,Deepak Chemtex,Cost Of Power Purchased Ann.,-,,,,,,,-,,,,,,
9719,Deepak Chemtex,Cost Of Fuel Ann.,-,,,,,,,-,,,,,,
9720,Deepak Chemtex,EBITDA Ann.,-,,,-,9.7,8.9,,,,,,,,
9721,Deepak Chemtex,EBITDA Ann. margin %,-,,,-,18.71%,18.66%,,-,,,,,,
9722,Deepak Chemtex,Interest Ann.,-,,,0.1,0,0.1,,-,,,,,,
9723,Deepak Chemtex,Depr.,-,,,1.6,0.8,0.7,,-,,,,,,
9724,Deepak Chemtex,PBT Ann.,-,,,13.8,8.9,8.2,,-,,,,,,
9725,Deepak Chemtex,Tax Ann.,-,,,3.7,2.2,2.1,,-,,,,,,
9726,Deepak Chemtex,PAT Before ExtraOrdinary Items Ann.,-,,,10.1,6.6,6.2,,-,,,,,,
9727,Deepak Chemtex,Minority Interest Income Ann.,-,,,-,-,-,,-,,,,,,
9728,Deepak Chemtex,Net Profit Ann.,-,,,10.1,6.6,6.2,,-,,,,,,
9729,Deepak Chemtex,NPM Ann. %,-,,,14.80%,13.16%,13.16%,,8.91%,,,,,,
9730,Deepak Chemtex,EPS Adj. latest Ann.,-,,,9.3,6.1,5.7,,-,,,,,,
9731,Deepak Chemtex,Annual Reports, ,,, , , ,, ,,,,,,
9732,AMIC Forging,Total Rev. Ann.,-,-,,142,129.5,-,-,-,-,,,,,
9733,AMIC Forging,Operating Rev. Ann.,-,-,,121.3,126.2,-,-,-,-,,,,,
9734,AMIC Forging,Other Income Ann.,-,-,,20.7,3.4,-,-,-,-,,,,,
9735,AMIC Forging,Operating Exp. Ann.,-,-,,-,109.7,,,,,,,,,
9736,AMIC Forging,Operating Exp. Ann.,-,-,,-,109.7,,,,,,,,,
9737,AMIC Forging,Operating Profit Ann.,-,-,,-,16.5,,,,,,,,,
9738,AMIC Forging,OPM Ann. %,-,-,,-,12.73%,-,-,-,-,,,,,
9739,AMIC Forging,Total Exp. Ann.,-,-,,96.6,110.9,-,-,-,-,,,,,
9740,AMIC Forging,Other Exp. Ann.,-,-,,14.9,12.5,-,-,-,-,,,,,
9741,AMIC Forging,Employee Exp. Ann.,-,-,,1.8,1.6,-,-,-,-,,,,,
9742,AMIC Forging,Cost Of Power Purchased Ann.,-,-,,,,-,-,-,-,,,,,
9743,AMIC Forging,Cost Of Fuel Ann.,-,-,,,,-,-,-,-,,,,,
9744,AMIC Forging,EBITDA Ann.,-,-,,-,19.8,,,,,,,,,
9745,AMIC Forging,EBITDA Ann. margin %,-,-,,-,15.32%,-,-,-,-,,,,,
9746,AMIC Forging,Interest Ann.,-,-,,0.4,0.5,-,-,-,-,,,,,
9747,AMIC Forging,Depr.,-,-,,2.9,0.7,-,-,-,-,,,,,
9748,AMIC Forging,PBT Ann.,-,-,,45.4,18.6,-,-,-,-,,,,,
9749,AMIC Forging,Tax Ann.,-,-,,9.9,4.8,-,-,-,-,,,,,
9750,AMIC Forging,PAT Before ExtraOrdinary Items Ann.,-,-,,35.6,13.8,-,-,-,-,,,,,
9751,AMIC Forging,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,,,,,
9752,AMIC Forging,Net Profit Ann.,-,-,,35.6,13.8,-,-,-,-,,,,,
9753,AMIC Forging,NPM Ann. %,176.2%,55.9%,,29.30%,10.96%,8.33%,1.39%,2.48%,3.18%,,,,,
9754,AMIC Forging,EPS Adj. latest Ann.,-,-,,33.9,13.2,-,-,-,-,,,,,
9755,AMIC Forging,Annual Reports, , ,, , , , , , ,,,,,
