,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
83,Ascom Leasing,EBITDA Ann. Margin %,-0.2%,-3.5%,58.50%,56.79%,57.55%,58.90%,65.88%,69.76%,75.17%,82.63%,23.45%,11.14%,
84,Ascom Leasing,EBIT Ann. Margin %,0.3%,-3%,57.90%,55.68%,56.09%,57.44%,63.95%,67.31%,73.07%,81.77%,22.19%,11.09%,
85,Ascom Leasing,PBT Ann. Margin %,0.4%,-2.8%,52.64%,53.82%,54.46%,51.95%,59.77%,60.69%,67.13%,78.86%,19.79%,6.68%,
86,Ascom Leasing,NPM Ann. %,0.3%,-2.6%,39.55%,40.26%,40.82%,39.15%,44.77%,45.20%,38.47%,71.52%,13.40%,4.61%,
87,Ascom Leasing,Asset Turnover Ann. %,-12.6%,-7.8%,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,-,
88,Ascom Leasing,Liquidity Ratio, , , , , , , , , , , , ,
89,Ascom Leasing,Current Ratio Ann.,3.9%,18%,5.5,3.9,3.9,4.9,3.5,2.4,4.5,33.5,18.7,33.1,
90,Ascom Leasing,Quick Ratio Ann.,3.9%,18%,5.5,3.9,3.9,4.9,3.5,2.4,4.5,33.5,18.7,33.1,
91,Ascom Leasing,Dividend Payout to NP Ann.,-,-,-,-,-,-,-,-,-,-,-,-,
92,Ascom Leasing,Earning Retention Ann. %,-,-,-,,,,,,,,,,
93,Ascom Leasing,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
94,Ascom Leasing,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
95,Ascom Leasing,Valuation Ratio, , , , , , , , , , , , ,
96,Ascom Leasing,EnterpriseValue Ann.,70.2%,32.3%,122.8,276.8,366.5,24.9,37.8,30.3,,,,,
97,Ascom Leasing,EV Per Net Sales Ann.,68.1%,25.9%,9.5,22.4,30.2,2,3.5,3,-,-,-,-,
98,Ascom Leasing,,46.2%,17.8%,2.5,6.2,9.3,0.8,1.1,1.1,-,-,-,-,
99,Ascom Leasing,EV Per EBITDA Ann.,68.3%,30.4%,16.2,39.5,52.4,3.4,5.4,4.3,-,-,-,-,
100,Ascom Leasing,Market Cap Per Sales Ann.,64.8%,28.3%,9.4,22.4,30.4,2.1,3.2,2.7,-,-,-,-,
101,Ascom Leasing,Retention Ratio Ann. %,-,-,-,,,,,,,,,,
102,Ascom Leasing,Earnings Yield Ann.,-,-,0,0,0,0.2,0.1,0.2,,,,,
103,Ascom Leasing,Total Debt to Total Equity Ann.,26%,-12.9%,0.2,0.1,0,0.1,0.3,0.4,0.7,0.5,0.2,0.1,
104,CSB Bank,BVSH Ann.,21.6%,20%,259.2,209.1,175.9,144,116.7,104,148.2,90.1,103.1,101.3,126.6
105,CSB Bank,RoA Ann. %,-11.7%,83.3%,1.24%,1.57%,1.87%,1.80%,0.93%,0.06%,-1.16%,-0.61%,,-0.95%,-0.33%
106,CSB Bank,ROE Ann. %,-10.4%,79.9%,13.20%,15.62%,17.93%,18.35%,10.78%,0.70%,-15.49%,-13.35%,0.18%,-20.59%,-6.95%
107,CSB Bank,ROCE Ann. %,2.3%,0%,6.46%,6.32%,5.94%,6.03%,6.79%,6.46%,5.56%,6.31%,7.36%,7.52%,8.04%
108,CSB Bank,Profitability Ratio, , , , , , , , , , , , , 
109,CSB Bank,EBITDA Ann. Margin %,-,-,-,-,-,-,-,-,-,-,-,-,-
110,CSB Bank,EBIT Ann. Margin %,-,-,-,-,-,-,-,-,-,-,-,-,-
111,CSB Bank,PBT Ann. Margin %,-,-,-,-,-,-,-,-,-,-,-,-,-
112,CSB Bank,NPM Ann. %,-9.8%,81.4%,16.50%,19.36%,23.59%,22.49%,11.66%,0.84%,-14.65%,-7.51%,0.11%,-10.09%,-3.44%
113,CSB Bank,Asset Turnover Ann. %,0%,0%,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
114,CSB Bank,Liquidity Ratio, , , , , , , , , , , , , 
115,CSB Bank,Current Ratio Ann.,-,-,-,-,-,-,-,-,-,-,-,-,-
116,CSB Bank,Quick Ratio Ann.,-,-,-,-,-,-,-,-,-,-,-,-,-
117,CSB Bank,Dividend Payout to NP Ann.,-,-,,,,,,,,,,-,-
118,CSB Bank,Earning Retention Ann. %,-,-,-,-,-,-,-,-,-,-,-,-,-
119,CSB Bank,Cash Earning Retention Ann. %,-,-,-,-,-,-,-,-,-,-,-,-,-
120,CSB Bank,Cash Earning Retention Ann. %,-,-,-,-,-,-,-,-,-,-,-,-,-
121,CSB Bank,Valuation Ratio, , , , , , , , , , , , , 
122,CSB Bank,EnterpriseValue Ann.,21.3%,19.7%,"44,465.7","34,530.7","28,085.3","24,919.3","23,868.1","18,093",,,,,
123,CSB Bank,EV Per Net Sales Ann.,0.5%,0.7%,12.4,11.8,12.1,12.2,12.8,12,,,,,
124,CSB Bank,,-7.2%,1.8%,1.2,1.7,1.4,1.5,2,1.1,-,-,-,-,-
125,CSB Bank,EV Per EBITDA Ann.,-,-,-,-,-,-,-,-,-,-,-,-,-
126,CSB Bank,Market Cap Per Sales Ann.,-,-,-,-,-,-,-,-,-,-,-,-,-
127,CSB Bank,Retention Ratio Ann. %,-,-,-,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
128,CSB Bank,Earnings Yield Ann.,0%,-,0.1,0.1,0.1,0.1,0.1,0,,,,,
129,CSB Bank,Total Debt to Total Equity Ann.,14.5%,24.6%,1.2,0.5,0.3,0.8,0.7,0.4, ,0.1,0.1,0.1,0.1
130,Mangalam Global,BVSH Ann.,-42%,-30.4%,5.9,9.3,8,30.3,26.6,36,140,100,24.3,0.8,
131,Mangalam Global,RoA Ann. %,39.5%,2.9%,4.40%,5.13%,3.10%,1.62%,3.20%,3.82%,2.96%,3.65%,1.53%,0.42%,
132,Mangalam Global,ROE Ann. %,30.9%,11.4%,11.12%,14.08%,10.69%,4.96%,7.92%,6.48%,6.73%,6.24%,96.90%,367.98%,
133,Mangalam Global,ROCE Ann. %,25.3%,12%,27.54%,25.28%,19.02%,13.99%,15.77%,15.64%,17.16%,4.54%,2.20%,73.52%,
134,Mangalam Global,Profitability Ratio, , , , , , , , , , , , ,
135,Mangalam Global,EBITDA Ann. Margin %,25.7%,10.3%,2.92%,2.76%,2.45%,1.47%,1.58%,1.79%,1.77%,1.57%,6.21%,8.26%,
136,Mangalam Global,EBIT Ann. Margin %,32.6%,10.1%,2.82%,2.60%,2.20%,1.21%,1.35%,1.74%,1.72%,1.32%,4.88%,7.29%,
137,Mangalam Global,PBT Ann. Margin %,49.3%,11.2%,1.43%,1.27%,1.21%,0.43%,0.77%,0.84%,0.91%,1.26%,4.88%,2.33%,
138,Mangalam Global,NPM Ann. %,47.6%,9.6%,1.03%,1.13%,0.97%,0.32%,0.58%,0.65%,0.66%,1.26%,3.95%,1.89%,
139,Mangalam Global,Asset Turnover Ann. %,-6%,-6.1%,4.9,4.4,3.9,5.9,6.9,6.7,7.9,3.3,0.5,-,
140,Mangalam Global,Liquidity Ratio, , , , , , , , , , , , ,
141,Mangalam Global,Current Ratio Ann.,2.3%,-7.4%,1.5,1.5,1.2,1.4,1.5,2.2,1.5,1.4,1.3,0.2,
142,Mangalam Global,Quick Ratio Ann.,30.1%,-7.2%,1.1,1,0.9,0.5,1.2,1.6,1.2,1.4,1.2,0,
143,Mangalam Global,Dividend Payout to NP Ann.,-,-,,0,0.6,8.4,,-,-,-,-,-,
144,Mangalam Global,Earning Retention Ann. %,-,-,-,98.48%,92.93%,86.64%,94.36%,98.76%,99.51%,,,,
145,Mangalam Global,Cash Earning Retention Ann. %,-,-,-,98.68%,94.36%,92.56%,95.99%,98.85%,99.54%,,,,
146,Mangalam Global,Cash Earning Retention Ann. %,-,-,-,98.68%,94.36%,92.56%,95.99%,98.85%,99.54%,,,,
147,Mangalam Global,Valuation Ratio, , , , , , , , , , , , ,
148,Mangalam Global,EnterpriseValue Ann.,0.7%,41.3%,664.1,437.9,419.4,650.2,172.3,117.9,,,,,
149,Mangalam Global,EV Per Net Sales Ann.,-20.6%,8.4%,0.3,0.3,0.3,0.6,0.2,0.2,-,-,-,-,
150,Mangalam Global,,-28.5%,11.6%,2.6,2.1,1.8,7.1,1.7,1.5,-,-,-,-,
151,Mangalam Global,EV Per EBITDA Ann.,-33.5%,-0.9%,10.9,9.5,13.9,37,11.9,11.4,-,-,-,-,
152,Mangalam Global,Market Cap Per Sales Ann.,-26.3%,0%,0.2,0.2,0.2,0.5,0.1,0.2,-,-,-,-,
153,Mangalam Global,Retention Ratio Ann. %,-,-,-,98.47%,92.92%,86.63%,94.35%,98.75%,99.50%,,,,
154,Mangalam Global,Earnings Yield Ann.,-,-,0,0.1,0.1,0,0.1,0,,,,,
155,Mangalam Global,Total Debt to Total Equity Ann.,-9.1%,8.4%,0.9,1.2,2,1.2,1.2,0.6,1.2,0.4,56.5,836.6,
156,Goblin,BVSH Ann.,9.6%,2.6%,28.8,27.7,22.9,21.9,23.4,25.3,120.9,91,66.2,60.5,
157,Goblin,RoA Ann. %,-,-17.5%,1.79%,2.48%,1.92%,-3.02%,-3.83%,4.69%,6.59%,6.53%,1.96%,1.87%,
158,Goblin,ROE Ann. %,-,-15.7%,3.53%,4.51%,4.33%,-6.98%,-8.02%,8.29%,25.18%,27.60%,8.62%,7.84%,
159,Goblin,ROCE Ann. %,190.2%,-13.2%,7.58%,7.84%,6.77%,0.31%,1.69%,15.38%,33.56%,45.05%,26.84%,34.04%,
160,Goblin,Profitability Ratio, , , , , , , , , , , , ,
161,Goblin,EBITDA Ann. Margin %,51.7%,5.9%,11.25%,15.76%,13.72%,3.22%,2.95%,8.43%,9.28%,7.81%,4.96%,6.46%,
162,Goblin,EBIT Ann. Margin %,109%,3.9%,9.50%,13.47%,12.23%,1.04%,1.70%,7.84%,8.79%,7.48%,4.59%,5.90%,
163,Goblin,PBT Ann. Margin %,-,3.1%,5.43%,4.97%,5.32%,-14.93%,-5.73%,4.66%,4.65%,4.28%,1.20%,1.17%,
164,Goblin,NPM Ann. %,-,1.4%,3.76%,5.60%,4.91%,-12.53%,-5.82%,3.51%,3.42%,3.08%,0.82%,0.80%,
165,Goblin,Asset Turnover Ann. %,18.6%,-20.8%,0.5,0.5,0.4,0.3,0.7,1.6,2.1,2.4,2.5,-,
166,Goblin,Liquidity Ratio, , , , , , , , , , , , ,
167,Goblin,Current Ratio Ann.,-18.8%,-3.2%,2.3,3.7,3,4.3,2.6,2.7,1.8,1.4,1.5,1.4,
168,Goblin,Quick Ratio Ann.,-20.6%,1.3%,1.6,2.9,2.5,3.2,1.8,1.5,1.1,1,1.1,0.7,
169,Goblin,Dividend Payout to NP Ann.,-,-,-,-,-,-,-,-,-,-,-,-,
170,Goblin,Earning Retention Ann. %,-,-,-,,,,,,,99.01%,,,
171,Goblin,Cash Earning Retention Ann. %,-,-,-,,,,,,,99.11%,,,
172,Goblin,Cash Earning Retention Ann. %,-,-,-,,,,,,,99.11%,,,
173,Goblin,Valuation Ratio, , , , , , , , , , , , ,
174,Goblin,EnterpriseValue Ann.,-4.6%,-9.6%,40.2,85.6,111.3,46.3,44.3,66.6,,,,,
175,Goblin,EV Per Net Sales Ann.,-32.6%,0%,1.1,2.8,4.2,3.6,1.3,1.1,-,-,-,-,
176,Goblin,,-8%,-18.9%,0.7,1.7,2.9,0.9,1,2,-,-,-,-,
177,Goblin,EV Per EBITDA Ann.,-56%,-5.4%,9.6,17.6,30.9,112.5,44.4,12.7,-,-,-,-,
178,Goblin,Market Cap Per Sales Ann.,-25.6%,-2.6%,0.7,2.1,3.3,1.7,0.7,0.8,-,-,-,-,
179,Goblin,Retention Ratio Ann. %,-,-,-,,,,,,,99.00%,,,
180,Goblin,Earnings Yield Ann.,-,-,0.1,0,0,-0.1,-0.1,0,,,,,
181,Goblin,Total Debt to Total Equity Ann.,-35.2%,-12.9%,0.3,0.6,0.8,1.1,0.8,0.6,2.1,2.4,3,2.8,
182,Vishwaraj Sugar,BVSH Ann.,-44.4%,-26.2%,12.9,14.3,13.6,75.2,60.2,59.1,61.2,66.2,67.3,65.4,66.5
183,Vishwaraj Sugar,RoA Ann. %,-,-,-4.52%,1.81%,-3.22%,7.81%,1.16%,-1.17%,-2.44%,-0.68%,1.11%,0.14%,-0.09%
184,Vishwaraj Sugar,ROE Ann. %,-,-,-13.20%,5.40%,-9.17%,21.28%,3.66%,-3.55%,-8.33%,-1.86%,2.60%,0.37%,-0.25%
185,Vishwaraj Sugar,ROCE Ann. %,-67.9%,-38.5%,0.70%,13.78%,14.11%,21.17%,14.42%,7.96%,4.35%,7.10%,13.86%,9.77%,5.94%
186,Vishwaraj Sugar,Profitability Ratio, , , , , , , , , , , , , 
187,Vishwaraj Sugar,EBITDA Ann. Margin %,-40.6%,-16.9%,4.25%,12.49%,11.20%,20.26%,14.68%,10.73%,9.01%,14.96%,16.51%,10.87%,9.43%
188,Vishwaraj Sugar,EBIT Ann. Margin %,-65.4%,-36.5%,0.70%,9.60%,8.61%,16.95%,11.22%,6.80%,4.35%,9.01%,12.45%,7.49%,5.77%
189,Vishwaraj Sugar,PBT Ann. Margin %,-,-,-6.84%,4.05%,4.14%,10.06%,2.86%,-4.46%,-8.34%,-0.38%,3.68%,2.16%,-0.04%
190,Vishwaraj Sugar,NPM Ann. %,-,-,-8.15%,2.63%,-3.80%,12.83%,1.94%,-2.12%,-6.15%,-1.92%,2.13%,0.25%,-0.20%
191,Vishwaraj Sugar,Asset Turnover Ann. %,0%,3.7%,0.6,0.7,0.8,0.6,0.6,0.5,0.4,0.4,0.5,0.6,-
192,Vishwaraj Sugar,Liquidity Ratio, , , , , , , , , , , , , 
193,Vishwaraj Sugar,Current Ratio Ann.,-6.5%,-3.9%,0.9,0.9,1.2,1.1,1.1,1.1,1,1,0.9,1,1
194,Vishwaraj Sugar,Quick Ratio Ann.,14.5%,8.4%,0.3,0.3,0.3,0.2,0.4,0.2,0.3,0.3,0.3,0.3,0.2
195,Vishwaraj Sugar,Dividend Payout to NP Ann.,-,-,-0.1,,-0.3,0.1,,,-,-,-,-,-
196,Vishwaraj Sugar,Earning Retention Ann. %,-,-,-,74.10%,116.01%,93.76%,,,,,,-304.87%,699.09%
197,Vishwaraj Sugar,Cash Earning Retention Ann. %,-,-,-,87.65%,150.28%,95.04%,,,,,,71.66%,63.77%
198,Vishwaraj Sugar,Cash Earning Retention Ann. %,-,-,-,87.65%,150.28%,95.04%,,,,,,71.66%,63.77%
199,Vishwaraj Sugar,Valuation Ratio, , , , , , , , , , , , , 
200,Vishwaraj Sugar,EnterpriseValue Ann.,8.5%,-0.6%,552.5,630.8,624.9,433.1,751,568.2,,,,,
201,Vishwaraj Sugar,EV Per Net Sales Ann.,10.1%,-4.4%,1.2,1.2,1,0.9,1.8,1.5,-,-,-,-,-
202,Vishwaraj Sugar,,26%,-11.4%,0.6,1,1.1,0.3,2,1.1,-,-,-,-,-
203,Vishwaraj Sugar,EV Per EBITDA Ann.,83.9%,14.9%,28.6,9.2,9.1,4.6,12,14.3,-,-,-,-,-
204,Vishwaraj Sugar,Market Cap Per Sales Ann.,26%,-10.6%,0.4,0.5,0.4,0.2,1.1,0.7,-,-,-,-,-
205,Vishwaraj Sugar,Retention Ratio Ann. %,-,-,-,74.09%,116.01%,93.75%,,,,,,-304.87%,699.09%
206,Vishwaraj Sugar,Earnings Yield Ann.,-,-,-0.2,0.1,-0.1,0.8,0,-0,,,,,
207,Vishwaraj Sugar,Total Debt to Total Equity Ann.,2.5%,-1.4%,1.4,1.4,1.4,1.3,1.5,1.5,1.5,1.3,1,1.1,1
208,Gensol Engineering,BVSH Ann.,28.9%,36.6%,,90.9,168.4,41.9,42.4,38.6,19.1,,,,
209,Gensol Engineering,RoA Ann. %,-8%,-25.1%,,3.96%,2.78%,5.51%,5.08%,3.34%,16.85%,,,,
210,Gensol Engineering,ROE Ann. %,37.6%,-13.1%,,23.38%,12.94%,24.06%,8.97%,6.81%,47.16%,,,,
211,Gensol Engineering,ROCE Ann. %,8.1%,-23.6%,,16.52%,6.26%,14.72%,13.07%,12.59%,63.53%,,,,
212,Gensol Engineering,Profitability Ratio, , ,, , , , , , ,,,,
213,Gensol Engineering,EBITDA Ann. Margin %,50.2%,22.9%,,31.09%,17.03%,12.78%,9.18%,6.80%,11.09%,,,,
214,Gensol Engineering,EBIT Ann. Margin %,41.1%,16.7%,,23.07%,14.02%,12.40%,8.21%,6.12%,10.66%,,,,
215,Gensol Engineering,PBT Ann. Margin %,25.6%,4.3%,,11.94%,9.83%,9.32%,6.02%,4.17%,9.69%,,,,
216,Gensol Engineering,NPM Ann. %,19.7%,4.7%,,8.90%,7.28%,7.17%,5.19%,2.87%,7.06%,,,,
217,Gensol Engineering,Asset Turnover Ann. %,-15.7%,-,,0.6,0.6,1.2,1,1.6,-,,,,
218,Gensol Engineering,Liquidity Ratio, , ,, , , , , , ,,,,
219,Gensol Engineering,Current Ratio Ann.,-15.3%,-1.4%,,1.4,3.2,1.9,2.3,2.1,1.5,,,,
220,Gensol Engineering,Quick Ratio Ann.,-9.7%,-1.4%,,1.4,3.2,1.1,1.9,1.8,1.5,,,,
221,Gensol Engineering,Dividend Payout to NP Ann.,-,-,,,,-,-,-,-,,,,
222,Gensol Engineering,Earning Retention Ann. %,-,-,,,,,,,,,,,
223,Gensol Engineering,Cash Earning Retention Ann. %,-,-,,,,,,,,,,,
224,Gensol Engineering,Cash Earning Retention Ann. %,-,-,,,,,,,,,,,
225,Gensol Engineering,Valuation Ratio, , ,, , , , , , ,,,,
226,Gensol Engineering,EnterpriseValue Ann.,324.7%,-,,"4,189.3","1,593.1",391.9,54.7,68.8,,,,,
227,Gensol Engineering,EV Per Net Sales Ann.,72.3%,-,,4.6,4.4,2.6,0.9,0.9,-,,,,
228,Gensol Engineering,,75.3%,-,,9.7,6.6,7.1,1.8,2.2,-,,,,
229,Gensol Engineering,EV Per EBITDA Ann.,14.6%,-,,14.9,25.6,20,9.9,13.5,-,,,,
230,Gensol Engineering,Market Cap Per Sales Ann.,54.7%,-,,3.7,3.7,2.1,1,0.9,-,,,,
231,Gensol Engineering,Retention Ratio Ann. %,-,-,,,,,,,,,,,
232,Gensol Engineering,Earnings Yield Ann.,-,-,,0,0,0,0.1,0,,,,,
233,Gensol Engineering,Total Debt to Total Equity Ann.,224%,102.4%,,3.4,2.5,1.7,0.1,0.1,0.1,,,,
234,Goldkart Jewels,BVSH Ann.,33%,18.9%,29.9,21.3,13.6,12.7,12.7,12.6,13.4,13,58.1,57.3,57.1
235,Goldkart Jewels,RoA Ann. %,189.4%,82.7%,5.09%,1.92%,4.05%,0.21%,0.34%,0.25%,1.74%,1.23%,0.50%,0.13%,0.38%
236,Goldkart Jewels,ROE Ann. %,152.5%,76.1%,6.60%,2.72%,6.59%,0.41%,0.60%,0.39%,3.97%,2.92%,1.33%,0.36%,1.12%
237,Goldkart Jewels,ROCE Ann. %,21%,9.9%,11.98%,8.51%,8.24%,6.77%,7.07%,7.48%,20.74%,16.56%,16.12%,20.58%,25.67%
238,Goldkart Jewels,Profitability Ratio, , , , , , , , , , , , , 
239,Goldkart Jewels,EBITDA Ann. Margin %,50.9%,34%,7.42%,4.64%,3.66%,2.16%,2.56%,1.72%,3.12%,2.72%,1.78%,2.04%,2.36%
240,Goldkart Jewels,EBIT Ann. Margin %,51.8%,34.3%,7.34%,4.55%,3.61%,2.10%,2.53%,1.68%,3.07%,2.66%,1.71%,1.97%,2.31%
241,Goldkart Jewels,PBT Ann. Margin %,226.5%,106%,5.57%,1.93%,3.01%,0.16%,0.28%,0.15%,0.78%,0.69%,0.17%,0.05%,0.13%
242,Goldkart Jewels,NPM Ann. %,231.9%,118.9%,4.02%,1.42%,2.58%,0.11%,0.20%,0.08%,0.57%,0.46%,0.11%,0.03%,0.09%
243,Goldkart Jewels,Asset Turnover Ann. %,-9.7%,-16.3%,1.4,1.6,1.5,1.9,1.8,3.4,3,3.4,4.4,4,-
244,Goldkart Jewels,Liquidity Ratio, , , , , , , , , , , , , 
245,Goldkart Jewels,Current Ratio Ann.,5.5%,-0.7%,2.7,2.6,3.1,2.3,2.5,2.8,1.8,1.7,1.9,1.6,1.6
246,Goldkart Jewels,Quick Ratio Ann.,-20.6%,-15.2%,0.7,0.6,1.7,1.4,1.3,1.6,0.6,0.5,0,0.2,0.2
247,Goldkart Jewels,Dividend Payout to NP Ann.,-,-,-,-,-,-,-,-,-,-,-,-,-
248,Goldkart Jewels,Earning Retention Ann. %,-,-,-,,,,,,,,,,
249,Goldkart Jewels,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
250,Goldkart Jewels,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
251,Goldkart Jewels,Valuation Ratio, , , , , , , , , , , , , 
252,Goldkart Jewels,EnterpriseValue Ann.,103.8%,61.5%,375.8,156.1,62.3,44.4,34.3,34.2,,,,,
253,Goldkart Jewels,EV Per Net Sales Ann.,97.2%,63%,4.6,2.3,1.1,0.6,0.6,0.4,-,-,-,-,-
254,Goldkart Jewels,,72.6%,45.6%,7.2,4,2.1,1.4,1,1.1,-,-,-,-,-
255,Goldkart Jewels,EV Per EBITDA Ann.,32%,23.9%,61.4,49.2,29.1,26.7,21.4,21,-,-,-,-,-
256,Goldkart Jewels,Market Cap Per Sales Ann.,122.4%,85.6%,4.4,2.1,0.8,0.4,0.3,0.2,-,-,-,-,-
257,Goldkart Jewels,Retention Ratio Ann. %,-,-,-,,,,,,,,,,
258,Goldkart Jewels,Earnings Yield Ann.,-,-,0,0,0,,0,,,,,,
259,Goldkart Jewels,Total Debt to Total Equity Ann.,-24.6%,-12.9%,0.3,0.4,0.6,0.7,0.7,0.6,1.3,1.4,1.6,1.7,1.9
260,Indian Railway Catering,BVSH Ann.,-27%,-11.2%,45.8,40.4,31,117.7,91.7,83,66.9,236.3,194.6,271,222.1
261,Indian Railway Catering,RoA Ann. %,3.8%,3.5%,19.33%,18.24%,19.76%,17.29%,5.99%,16.26%,11.89%,9.54%,11.75%,13.12%,11.38%
262,Indian Railway Catering,ROE Ann. %,0.6%,-2.1%,35.88%,34.40%,40.58%,35.22%,12.94%,39.80%,28.81%,23.22%,27.58%,34.79%,29.40%
263,Indian Railway Catering,ROCE Ann. %,-0.7%,-3.4%,43.18%,45.48%,49.78%,44.07%,14.10%,51.34%,38.98%,32.52%,34.13%,43.02%,35.82%
264,Indian Railway Catering,Profitability Ratio, , , , , , , , , , , , , 
265,Indian Railway Catering,EBITDA Ann. Margin %,-9.1%,1.8%,38.04%,38.18%,39.43%,50.66%,35.23%,34.78%,25.24%,24.56%,23.17%,24.09%,22.80%
266,Indian Railway Catering,EBIT Ann. Margin %,-8.5%,2.3%,36.92%,36.84%,37.91%,48.12%,29.32%,33.02%,23.71%,22.95%,21.70%,22.59%,20.82%
267,Indian Railway Catering,PBT Ann. Margin %,-7.4%,2.8%,37.58%,35.04%,38.23%,47.32%,33.31%,32.75%,25.59%,23.10%,21.75%,22.58%,20.80%
268,Indian Railway Catering,NPM Ann. %,-7.3%,3.9%,28.12%,26.02%,28.40%,35.31%,24.25%,23.22%,16.50%,14.96%,14.09%,13.80%,12.75%
269,Indian Railway Catering,Asset Turnover Ann. %,11.9%,-2.6%,0.7,0.8,0.8,0.5,0.2,0.8,0.8,0.7,0.9,1.1,1
270,Indian Railway Catering,Liquidity Ratio, , , , , , , , , , , , , 
271,Indian Railway Catering,Current Ratio Ann.,1.7%,4.6%,2,2,1.8,1.9,1.8,1.6,1.6,1.6,1.8,1.6,1.6
272,Indian Railway Catering,Quick Ratio Ann.,1.7%,4.6%,2,1.9,1.8,1.9,1.8,1.6,1.6,1.6,1.8,1.6,1.5
273,Indian Railway Catering,Dividend Payout to NP Ann.,20.5%,-14.1%,0.7,0.3,0.4,0.4,1.1,1.5,-,-,-,-,-
274,Indian Railway Catering,Earning Retention Ann. %,-,-,-,67.61%,60.24%,63.84%,78.94%,57.93%,51.78%,78.51%,47.39%,60.00%,80.00%
275,Indian Railway Catering,Cash Earning Retention Ann. %,-,-,-,69.20%,62.26%,66.27%,83.07%,60.89%,55.87%,80.60%,52.37%,63.93%,82.69%
276,Indian Railway Catering,Cash Earning Retention Ann. %,-,-,-,69.20%,62.26%,66.27%,83.07%,60.89%,55.87%,80.60%,52.37%,63.93%,82.69%
277,Indian Railway Catering,Valuation Ratio, , , , , , , , , , , , , 
278,Indian Railway Catering,EnterpriseValue Ann.,73.8%,31.2%,"56,038.7","72,133.4","43,906.3","10,683.5","26,638.7","14,422",,,,,
279,Indian Railway Catering,EV Per Net Sales Ann.,28.2%,13.8%,12,16.9,12.4,5.7,34,6.3,-,-,-,-,-
280,Indian Railway Catering,,34.1%,6.1%,15.9,23,18.5,6.6,19.2,11.8,-,-,-,-,-
281,Indian Railway Catering,EV Per EBITDA Ann.,41.2%,11.6%,31.5,44.2,31.4,11.2,96.5,18.2,-,-,-,-,-
282,Indian Railway Catering,Market Cap Per Sales Ann.,23.4%,12.4%,12.4,17.4,12.9,6.6,35.9,6.9,-,-,-,-,-
283,Indian Railway Catering,Retention Ratio Ann. %,-,-,-,67.60%,60.23%,63.83%,78.93%,57.92%,51.77%,78.50%,47.38%,59.99%,79.99%
284,Indian Railway Catering,Earnings Yield Ann.,-,-,0,0,0,0.1,0,0,,,,,
285,Indian Railway Catering,Total Debt to Total Equity Ann., , , , , ,0, , , , , , , 
286,Galactico Corporate,BVSH Ann.,-54.9%,-43.8%,1.3,1.3,1.2,14.2,25.5,23.1,22.6,21.5,"1,045.4",10.2,
287,Galactico Corporate,RoA Ann. %,-10.8%,13.8%,5.16%,3.11%,5.45%,7.27%,7.66%,2.70%,4.97%,7.30%,4.76%,1.75%,
288,Galactico Corporate,ROE Ann. %,-14%,12.9%,6.58%,5.70%,7.89%,10.35%,9.31%,3.58%,5.21%,7.62%,5.34%,1.93%,
289,Galactico Corporate,ROCE Ann. %,-12.1%,13.1%,9.54%,8.80%,10.26%,14.05%,12.08%,5.15%,7.97%,10.22%,5.61%,2.80%,
290,Galactico Corporate,Profitability Ratio, , , , , , , , , , , , ,
291,Galactico Corporate,EBITDA Ann. Margin %,-21.1%,-8.3%,44.28%,93.66%,76.20%,90.16%,68.87%,68.41%,74.24%,82.47%,92.16%,,
292,Galactico Corporate,EBIT Ann. Margin %,-21.1%,-8.3%,39.05%,77.74%,64.52%,79.62%,60.82%,60.15%,62.26%,80.11%,77.28%,,
293,Galactico Corporate,PBT Ann. Margin %,-22.5%,-6.7%,34.11%,66.73%,57.57%,73.34%,54.18%,48.21%,62.26%,80.11%,77.28%,,
294,Galactico Corporate,NPM Ann. %,-21.2%,-6.6%,25.30%,47.32%,44.72%,51.80%,40.62%,35.64%,39.58%,59.46%,73.61%,,
295,Galactico Corporate,Asset Turnover Ann. %,0%,14.9%,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,-,
296,Galactico Corporate,Liquidity Ratio, , , , , , , , , , , , ,
297,Galactico Corporate,Current Ratio Ann.,-7.2%,-31.2%,0.4,0.7,0.7,0.5,5,2.6,5.9,3.8,3.2,10.4,
298,Galactico Corporate,Quick Ratio Ann.,-7.2%,-31.2%,0.4,0.7,0.7,0.5,5,2.6,5.9,3.8,3.2,10.4,
299,Galactico Corporate,Dividend Payout to NP Ann.,-,-,,,,-,-,-,-,-,-,-,
300,Galactico Corporate,Earning Retention Ann. %,-,-,-,,,,,,,,,,
301,Galactico Corporate,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
