,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
13148,Shri Techtex,EnterpriseValue Ann.,-,-,175.1,160.2,,,,,,,,,
13149,Shri Techtex,EV Per Net Sales Ann.,-,-,2.1,2.1,-,-,-,-,,,,,
13150,Shri Techtex,,-,-,1.8,1.8,-,-,-,-,,,,,
13151,Shri Techtex,EV Per EBITDA Ann.,-,-,7,7.6,-,-,-,-,,,,,
13152,Shri Techtex,Market Cap Per Sales Ann.,-,-,2.1,2,-,-,-,-,,,,,
13153,Shri Techtex,Retention Ratio Ann. %,-,-,-,,,,,,,,,,
13154,Shri Techtex,Earnings Yield Ann.,-,-,0.1,0.1,,,,,,,,,
13155,Shri Techtex,Total Debt to Total Equity Ann.,-56.3%,-30.1%,0.1,0.1,1.1,1.2,0.7,0.6,,,,,
13156,Innovatus Entertainment,BVSH Ann.,-74.6%,,,33.4,20.1,11.7,"2,050","1,716.1",,,,,
13157,Innovatus Entertainment,RoA Ann. %,-16.5%,,,3.25%,5.86%,5.68%,5.58%,6.55%,,,,,
13158,Innovatus Entertainment,ROE Ann. %,-33.2%,,,4.85%,9.98%,12.83%,16.28%,17.15%,,,,,
13159,Innovatus Entertainment,ROCE Ann. %,-16.8%,,,6.91%,9.87%,9.95%,12.01%,20.76%,,,,,
13160,Innovatus Entertainment,Profitability Ratio, ,,, , , , , ,,,,,
13161,Innovatus Entertainment,EBITDA Ann. Margin %,-19%,,,5.38%,7.58%,8.00%,10.13%,7.31%,,,,,
13162,Innovatus Entertainment,EBIT Ann. Margin %,-6.7%,,,4.65%,5.87%,5.10%,5.73%,3.74%,,,,,
13163,Innovatus Entertainment,PBT Ann. Margin %,-6.7%,,,4.65%,5.87%,5.10%,5.73%,3.74%,,,,,
13164,Innovatus Entertainment,NPM Ann. %,-8.8%,,,3.22%,4.41%,3.83%,4.25%,2.82%,,,,,
13165,Innovatus Entertainment,Asset Turnover Ann. %,-2.3%,,,1.4,1.6,1.4,1.5,-,,,,,
13166,Innovatus Entertainment,Liquidity Ratio, ,,, , , , , ,,,,,
13167,Innovatus Entertainment,Current Ratio Ann.,8.7%,,,2.7,4.3,3.4,2.1,1.1,,,,,
13168,Innovatus Entertainment,Quick Ratio Ann.,8.7%,,,2.7,4.3,3.4,2.1,1.1,,,,,
13169,Innovatus Entertainment,Dividend Payout to NP Ann.,-,,,-,-,-,-,-,,,,,
13170,Innovatus Entertainment,Earning Retention Ann. %,-,,,,,,,,,,,,
13171,Innovatus Entertainment,Cash Earning Retention Ann. %,-,,,,,,,,,,,,
13172,Innovatus Entertainment,Cash Earning Retention Ann. %,-,,,,,,,,,,,,
13173,Innovatus Entertainment,Valuation Ratio, ,,, , , , , ,,,,,
13174,Innovatus Entertainment,EnterpriseValue Ann.,-,,,9.6,,,,,,,,,
13175,Innovatus Entertainment,EV Per Net Sales Ann.,-,,,0.5,-,-,-,-,,,,,
13176,Innovatus Entertainment,,-,,,0.9,-,-,-,-,,,,,
13177,Innovatus Entertainment,EV Per EBITDA Ann.,-,,,9,-,-,-,-,,,,,
13178,Innovatus Entertainment,Market Cap Per Sales Ann.,-,,,0.6,-,-,-,-,,,,,
13179,Innovatus Entertainment,Retention Ratio Ann. %,-,,,,,,,,,,,,
13180,Innovatus Entertainment,Earnings Yield Ann.,-,,,0.1,,,,,,,,,
13181,Innovatus Entertainment,Total Debt to Total Equity Ann., ,,, ,0.3,0.7,0.7, ,,,,,
13182,Yasons Chemex Care,BVSH Ann.,-10.4%,-2.5%,21.1,20.2,14.6,29.3,26,23.9,,,,,
13183,Yasons Chemex Care,RoA Ann. %,-24.3%,-11.5%,3.05%,2.65%,12.43%,7.03%,4.89%,5.61%,,,,,
13184,Yasons Chemex Care,ROE Ann. %,-29.5%,-13.5%,3.96%,3.17%,16.56%,11.30%,8.17%,8.20%,,,,,
13185,Yasons Chemex Care,ROCE Ann. %,-24.4%,-9.3%,6.91%,5.73%,21.52%,15.97%,12.85%,11.24%,,,,,
13186,Yasons Chemex Care,Profitability Ratio, , , , , , , , ,,,,,
13187,Yasons Chemex Care,EBITDA Ann. Margin %,-19%,-6.8%,6.34%,4.97%,12.86%,11.95%,12.35%,9.00%,,,,,
13188,Yasons Chemex Care,EBIT Ann. Margin %,-18.7%,-6%,6.15%,4.75%,12.58%,11.44%,11.51%,8.40%,,,,,
13189,Yasons Chemex Care,PBT Ann. Margin %,-25.4%,-12.5%,4.16%,3.13%,11.47%,10.02%,10.21%,8.12%,,,,,
13190,Yasons Chemex Care,NPM Ann. %,-23.4%,-10%,3.51%,2.60%,9.33%,7.80%,7.05%,5.95%,,,,,
13191,Yasons Chemex Care,Asset Turnover Ann. %,0%,-,0.9,1.3,1.3,0.9,0.8,-,,,,,
13192,Yasons Chemex Care,Liquidity Ratio, , , , , , , , ,,,,,
13193,Yasons Chemex Care,Current Ratio Ann.,22.8%,5%,3.7,5.3,3.3,2,1.9,2.9,,,,,
13194,Yasons Chemex Care,Quick Ratio Ann.,17.6%,0%,2.6,3.9,2,1.6,1.7,2.6,,,,,
13195,Yasons Chemex Care,Dividend Payout to NP Ann.,-,-,-,-,-,-,-,-,,,,,
13196,Yasons Chemex Care,Earning Retention Ann. %,-,-,-,,,,,,,,,,
13197,Yasons Chemex Care,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
13198,Yasons Chemex Care,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
13199,Yasons Chemex Care,Valuation Ratio, , , , , , , , ,,,,,
13200,Yasons Chemex Care,EnterpriseValue Ann.,-,-,29.7,54.4,,,,,,,,,
13201,Yasons Chemex Care,EV Per Net Sales Ann.,-,-,0.7,1.1,-,-,-,-,,,,,
13202,Yasons Chemex Care,,-,-,0.6,1.3,-,-,-,-,,,,,
13203,Yasons Chemex Care,EV Per EBITDA Ann.,-,-,10.2,23,-,-,-,-,,,,,
13204,Yasons Chemex Care,Market Cap Per Sales Ann.,-,-,0.5,1,-,-,-,-,,,,,
13205,Yasons Chemex Care,Retention Ratio Ann. %,-,-,-,,,,,,,,,,
13206,Yasons Chemex Care,Earnings Yield Ann.,-,-,0.1,0,,,,,,,,,
13207,Yasons Chemex Care,Total Debt to Total Equity Ann.,0%,-,0.2,0.1,0.2,0.2,0.2,0,,,,,
13208,Netweb Technologies,BVSH Ann.,6.1%,,93.6,75,18.4,78.4,38.6,,,,,,
13209,Netweb Technologies,RoA Ann. %,-5.3%,,12.81%,12.39%,17.64%,15.10%,7.46%,,,,,,
13210,Netweb Technologies,ROE Ann. %,-24.7%,,21.58%,17.95%,50.10%,50.60%,37.72%,,,,,,
13211,Netweb Technologies,ROCE Ann. %,-19.3%,,29.28%,24.95%,61.70%,55.72%,37.65%,,,,,,
13212,Netweb Technologies,Profitability Ratio, ,, , , , , ,,,,,,
13213,Netweb Technologies,EBITDA Ann. Margin %,0.9%,,14.74%,15.80%,15.88%,14.37%,11.12%,,,,,,
13214,Netweb Technologies,EBIT Ann. Margin %,0.1%,,13.75%,14.93%,15.06%,13.71%,10.10%,,,,,,
13215,Netweb Technologies,PBT Ann. Margin %,3.1%,,13.39%,14.08%,14.14%,12.23%,7.77%,,,,,,
13216,Netweb Technologies,NPM Ann. %,3.1%,,9.96%,10.48%,10.54%,9.08%,5.76%,,,,,,
13217,Netweb Technologies,Asset Turnover Ann. %,-7.6%,,1.5,1.7,2.2,1.9,-,,,,,,
13218,Netweb Technologies,Liquidity Ratio, ,, , , , , ,,,,,,
13219,Netweb Technologies,Current Ratio Ann.,15.3%,,2.3,3.1,1.5,1.5,1.4,,,,,,
13220,Netweb Technologies,Quick Ratio Ann.,15.6%,,1.7,2.5,1.2,1.1,1,,,,,,
13221,Netweb Technologies,Dividend Payout to NP Ann.,-,,0.1,,,-,-,,,,,,
13222,Netweb Technologies,Earning Retention Ann. %,-,,-,96.65%,,,,,,,,,
13223,Netweb Technologies,Cash Earning Retention Ann. %,-,,-,96.91%,,,,,,,,,
13224,Netweb Technologies,Cash Earning Retention Ann. %,-,,-,96.91%,,,,,,,,,
13225,Netweb Technologies,Valuation Ratio, ,, , , , , ,,,,,,
13226,Netweb Technologies,EnterpriseValue Ann.,-,,"8,397","8,859",,,,,,,,,
13227,Netweb Technologies,EV Per Net Sales Ann.,-,,7.3,12.2,-,-,-,,,,,,
13228,Netweb Technologies,,-,,16.2,21.5,-,-,-,,,,,,
13229,Netweb Technologies,EV Per EBITDA Ann.,-,,49.6,77.4,-,-,-,,,,,,
13230,Netweb Technologies,Market Cap Per Sales Ann.,-,,7.5,12.5,-,-,-,,,,,,
13231,Netweb Technologies,Retention Ratio Ann. %,-,,-,96.64%,,,,,,,,,
13232,Netweb Technologies,Earnings Yield Ann.,-,,0,0,,,,,,,,,
13233,Netweb Technologies,Total Debt to Total Equity Ann., ,, , ,0.3,0.8,1.3,,,,,,
13234,Service Care,BVSH Ann.,-82.3%,-61.8%,35.2,29.3,15.2,"6,323.2","4,578.4","4,343.8",,,,,
13235,Service Care,RoA Ann. %,-25.7%,-16.1%,2.94%,7.94%,12.99%,7.17%,1.16%,7.09%,,,,,
13236,Service Care,ROE Ann. %,-46.2%,-32.8%,4.29%,12.93%,34.22%,27.59%,5.12%,31.37%,,,,,
13237,Service Care,ROCE Ann. %,-51.5%,-40.9%,4.31%,13.14%,34.79%,37.71%,13.18%,59.95%,,,,,
13238,Service Care,Profitability Ratio, , , , , , , , ,,,,,
13239,Service Care,EBITDA Ann. Margin %,-11.1%,-9.9%,1.51%,2.44%,2.86%,2.15%,0.77%,2.54%,,,,,
13240,Service Care,EBIT Ann. Margin %,-19.6%,-14.8%,1.10%,2.29%,2.84%,2.12%,0.69%,2.45%,,,,,
13241,Service Care,PBT Ann. Margin %,-19.3%,-12.4%,1.06%,2.27%,2.62%,2.02%,0.51%,2.06%,,,,,
13242,Service Care,NPM Ann. %,-11.1%,-3.4%,1.06%,2.26%,2.75%,1.51%,0.26%,1.26%,,,,,
13243,Service Care,Asset Turnover Ann. %,-15.8%,-,3.1,4.4,5.5,5.2,4.5,-,,,,,
13244,Service Care,Liquidity Ratio, , , , , , , , ,,,,,
13245,Service Care,Current Ratio Ann.,4.9%,4.6%,1.5,1.5,1.6,1.3,1.3,1.2,,,,,
13246,Service Care,Quick Ratio Ann.,4.9%,4.6%,1.5,1.5,1.6,1.3,1.3,1.2,,,,,
13247,Service Care,Dividend Payout to NP Ann.,-,-,-,-,-,-,-,-,,,,,
13248,Service Care,Earning Retention Ann. %,-,-,-,,,,,,,,,,
13249,Service Care,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
13250,Service Care,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
13251,Service Care,Valuation Ratio, , , , , , , , ,,,,,
13252,Service Care,EnterpriseValue Ann.,-,-,68.8,59,,,,,,,,,
13253,Service Care,EV Per Net Sales Ann.,-,-,0.4,0.3,-,-,-,-,,,,,
13254,Service Care,,-,-,1.5,1.9,-,-,-,-,,,,,
13255,Service Care,EV Per EBITDA Ann.,-,-,24.1,12.5,-,-,-,-,,,,,
13256,Service Care,Market Cap Per Sales Ann.,-,-,0.4,0.3,-,-,-,-,,,,,
13257,Service Care,Retention Ratio Ann. %,-,-,-,,,,,,,,,,
13258,Service Care,Earnings Yield Ann.,-,-,0,0.1,,,,,,,,,
13259,Service Care,Total Debt to Total Equity Ann.,-,-,0, ,0.2,0.5,0.7,0.7,,,,,
13260,Asarfi Hospital,BVSH Ann.,-39%,,41.2,35.8,28.9,181.1,135.3,,,,,,
13261,Asarfi Hospital,RoA Ann. %,-9.8%,,6.69%,2.73%,8.57%,9.13%,9.47%,,,,,,
13262,Asarfi Hospital,ROE Ann. %,-18.8%,,13.55%,5.97%,19.15%,25.31%,20.91%,,,,,,
13263,Asarfi Hospital,ROCE Ann. %,-4.5%,,15.29%,7.97%,16.55%,17.56%,18.84%,,,,,,
13264,Asarfi Hospital,Profitability Ratio, ,, , , , , ,,,,,,
13265,Asarfi Hospital,EBITDA Ann. Margin %,13%,,26.05%,21.05%,22.77%,18.04%,15.35%,,,,,,
13266,Asarfi Hospital,EBIT Ann. Margin %,6.5%,,15.58%,10.64%,17.29%,12.90%,9.97%,,,,,,
13267,Asarfi Hospital,PBT Ann. Margin %,1%,,12.20%,7.45%,15.40%,11.83%,8.82%,,,,,,
13268,Asarfi Hospital,NPM Ann. %,1.2%,,9.10%,4.99%,11.33%,8.78%,6.53%,,,,,,
